"","gamma_prime","n_unobservable","reps","gamma_dblprime","Nhat","p","fit"
"29349",0.8,75,1223,0.2,112.915026221949,0.177124344467024,0
"29350",0.75,75,1223,0.25,163.337252310844,0.138772180540491,0
"29351",0.7,75,1223,0.3,124.116046841239,0.150396883737117,0
"29354",0.95,10,1224,0.05,128.713909498265,0.147614193944254,0
"29357",0.8,10,1224,0.2,65.2328771246314,0.301483968415083,0
"29358",0.75,10,1224,0.25,76.2084106751896,0.205576609404009,0
"29359",0.7,10,1224,0.3,90.2871947840049,0.18828805170739,0
"29363",0.9,30,1224,0.1,91.6510740880312,0.207307990594396,0
"29364",0.85,30,1224,0.15,81.2001964279204,0.250409903273853,0
"29365",0.8,30,1224,0.2,74.1575010715508,0.220251938074117,0
"29367",0.7,30,1224,0.3,120.382926378758,0.188288051707196,0
"29368",0.65,30,1224,0.35,94.2987424225252,0.194417580382896,0
"29369",1,75,1224,0,94.2073515338433,0.222912539818677,0
"29370",0.95,75,1224,0.05,113.158490926596,0.194417580332273,0
"29371",0.9,75,1224,0.1,87.3185676279977,0.202324283901813,0
"29372",0.85,75,1224,0.15,119.601490844519,0.153286829485817,0
"29374",0.75,75,1224,0.25,184.789013803228,0.122662414827357,0
"29375",0.7,75,1224,0.3,153.63241204927,0.143198949406602,0
"29377",1,10,1225,0,112.809631383087,0.186154318093918,0
"29378",0.95,10,1225,0.05,115.170239740937,0.156290375396397,0
"29379",0.9,10,1225,0.1,89.6215252949065,0.219441329546133,0
"29380",0.85,10,1225,0.15,93.9919423001105,0.184412971039469,0
"29381",0.8,10,1225,0.2,106.557644990943,0.162666257637424,0
"29382",0.75,10,1225,0.25,75.7039024500349,0.259784053797012,0
"29383",0.7,10,1225,0.3,106.557644990951,0.162666257637407,0
"29385",1,30,1225,0,102.376297000725,0.166054062299284,0
"29386",0.95,30,1225,0.05,97.4788813976604,0.235948542599423,0
"29387",0.9,30,1225,0.1,130.666233548373,0.155612760704593,0
"29393",1,75,1225,0,79.2414635481524,0.243980013337148,0
"29394",0.95,75,1225,0.05,121.998104606908,0.161204690269938,0
"29395",0.9,75,1225,0.1,135.111368407073,0.15296023511522,0
"29396",0.85,75,1225,0.15,81.8892609230539,0.219809042112056,0
"29397",0.8,75,1225,0.2,179.274696051375,0.124576049075733,0
"29399",0.7,75,1225,0.3,109.131802340249,0.189373456897858,0
"29400",0.65,75,1225,0.35,126.295146066661,0.158359213500126,0
"29401",1,10,1226,0,84.0196434945626,0.245974224682509,0
"29402",0.95,10,1226,0.05,86.0045832619709,0.251924558493235,0
"29404",0.85,10,1226,0.15,95.0261068125333,0.203452861343399,0
"29409",1,30,1226,0,110.822291855514,0.159414377477103,0
"29411",0.9,30,1226,0.1,133.3950803852,0.144932881164187,0
"29413",0.8,30,1226,0.2,58.127890589665,0.275255128608602,0
"29417",1,75,1226,0,120.827934065614,0.171042125561087,0
"29418",0.95,75,1226,0.05,121.562251237213,0.20291386853747,0
"29420",0.85,75,1226,0.15,105.268638841245,0.18365710389481,0
"29421",0.8,75,1226,0.2,101.957835674199,0.196159518959477,0
"29422",0.75,75,1226,0.25,137.453373043951,0.160054275243864,0
"29423",0.7,75,1226,0.3,83.9283968617644,0.206525252261869,0
"29424",0.65,75,1226,0.35,89.6215252948664,0.21944132954629,0
"29425",1,10,1227,0,152.952873267517,0.135117871552393,0
"29426",0.95,10,1227,0.05,83.9283968658494,0.206525252246136,0
"29428",0.85,10,1227,0.15,98.4616929432685,0.199739269951966,0
"29430",0.75,10,1227,0.25,60.7136803789771,0.26902229008635,0
"29433",1,30,1227,0,113.158490926513,0.194417580332488,0
"29436",0.85,30,1227,0.15,100.552228756268,0.215476742133563,0
"29437",0.8,30,1227,0.2,96.429047887093,0.245430886180305,0
"29438",0.75,30,1227,0.25,124.116046489627,0.150396884325901,0
"29440",0.65,30,1227,0.35,102.376296999053,0.166054062300979,0
"29441",1,75,1227,0,129.007378494942,0.165365218511636,0
"29442",0.95,75,1227,0.05,75.7039024500702,0.259784053796745,0
"29443",0.9,75,1227,0.1,152.952873659916,0.135117871094192,0
"29446",0.75,75,1227,0.25,109.551238827814,0.170392109358123,0
"29447",0.7,75,1227,0.3,106.15611185996,0.200961894323113,0
"29451",0.9,10,1228,0.1,133.197056238658,0.162666257637459,0
"29453",0.8,10,1228,0.2,121.99810460681,0.161204690270124,0
"29457",1,30,1228,0,80.6048318971349,0.210905470557883,0
"29458",0.95,30,1228,0.05,89.8011629241377,0.237561882704741,0
"29460",0.85,30,1228,0.15,95.02610681111,0.203452861348083,0
"29461",0.8,30,1228,0.2,147.938456395413,0.137444541661245,0
"29465",1,75,1228,0,89.8011629232083,0.23756188270883,0
"29466",0.95,75,1228,0.05,109.885383570244,0.236610176487935,0
"29467",0.9,75,1228,0.1,126.295146037591,0.158359213550795,0
"29469",0.8,75,1228,0.2,105.268638924637,0.183657103680939,0
"29470",0.75,75,1228,0.25,130.666233541722,0.155612760715539,0
"29471",0.7,75,1228,0.3,76.2084107467275,0.205576609105963,0
"29472",0.65,75,1228,0.35,86.6564716700006,0.192330317035768,0
"29473",1,10,1229,0,101.957835652814,0.196159519021678,0
"29474",0.95,10,1229,0.05,109.663265433621,0.221891380291531,0
"29475",0.9,10,1229,0.1,83.0997694053017,0.196550886365065,0
"29476",0.85,10,1229,0.15,86.8866307851714,0.241694260788209,0
"29477",0.8,10,1229,0.2,131.63597136256,0.179788749439102,0
"29479",0.7,10,1229,0.3,72.8737450715272,0.210409569568351,0
"29480",0.65,10,1229,0.35,117.775107492904,0.164154665155694,0
"29481",1,30,1229,0,129.007378472005,0.165365218547547,0
"29482",0.95,30,1229,0.05,65.2815440137805,0.280834860913576,0
"29483",0.9,30,1229,0.1,77.8647000433209,0.265417662370351,0
"29485",0.8,30,1229,0.2,80.3667186503909,0.232268617907257,0
"29486",0.75,30,1229,0.25,75.4389939510615,0.194417580332283,0
"29489",1,75,1229,0,112.809631380231,0.186154318100885,0
"29491",0.9,75,1229,0.1,94.2073515338459,0.222912539818673,0
"29492",0.85,75,1229,0.15,91.1117467687557,0.226827685833712,0
"29493",0.8,75,1229,0.2,109.058518593529,0.180331320471956,0
"29496",0.65,75,1229,0.35,120.827934116151,0.171042125468384,0
"29497",1,10,1230,0,82.1495654495473,0.284034774933334,0
"29498",0.95,10,1230,0.05,85.0826550773249,0.215476742230119,0
"29500",0.85,10,1230,0.15,70.8763600086892,0.258666406275462,0
"29501",0.8,10,1230,0.2,66.8302513642293,0.244400297768085,0
"29503",0.7,10,1230,0.3,72.8737450718294,0.210409569567732,0
"29505",1,30,1230,0,82.3478450002967,0.275255128619119,0
"29506",0.95,30,1230,0.05,87.3185676279979,0.202324283901813,0
"29507",0.9,30,1230,0.1,113.158490897068,0.194417580408671,0
"29508",0.85,30,1230,0.15,78.7564045457458,0.224320380908261,0
"29513",1,75,1230,0,132.10732167782,0.171577671689893,0
"29514",0.95,75,1230,0.05,109.131802340249,0.189373456897858,0
"29515",0.9,75,1230,0.1,136.14858160752,0.168933085665966,0
"29516",0.85,75,1230,0.15,133.395080380266,0.144932881171425,0
"29518",0.75,75,1230,0.25,113.158490903092,0.194417580393086,0
"29521",1,10,1231,0,87.3185676279979,0.202324283901813,0
"29522",0.95,10,1231,0.05,94.2073515338433,0.222912539818678,0
"29523",0.9,10,1231,0.1,109.058518538105,0.18033132060568,0
"29524",0.85,10,1231,0.15,94.2987424388303,0.194417580332272,0
"29525",0.8,10,1231,0.2,80.5336382577558,0.260760602193788,0
"29526",0.75,10,1231,0.25,87.0105406024913,0.168561953169827,0
"29527",0.7,10,1231,0.3,55.5278053522713,0.294146927509856,0
"29528",0.65,10,1231,0.35,83.0997694054124,0.196550886364668,0
"29529",1,30,1231,0,101.545384624632,0.187108454861905,0
"29531",0.9,30,1231,0.1,124.884338356056,0.168155593276518,0
"29533",0.8,30,1231,0.2,109.551238746868,0.170392109537825,0
"29534",0.75,30,1231,0.25,105.514537911096,0.192706462408622,0
"29537",1,75,1231,0,90.7753482498959,0.198291720682224,0
"29538",0.95,75,1231,0.05,75.6840810246669,0.229022181398729,0
"29539",0.9,75,1231,0.1,128.713909394096,0.14761419410648,0
"29540",0.85,75,1231,0.15,101.545384796409,0.187108454393019,0
"29543",0.7,75,1231,0.3,139.630552658595,0.150396883792739,0
"29544",0.65,75,1231,0.35,77.3478682728144,0.215476742139012,0
"29545",1,10,1232,0,80.6048318768952,0.210905470640674,0
"29554",0.95,30,1232,0.05,82.3478450020566,0.275255128608413,0
"29560",0.65,30,1232,0.35,86.6564717000931,0.192330316941535,0
"29561",1,75,1232,0,116.742950485939,0.191303485490943,0
"29562",0.95,75,1232,0.05,88.0673598257683,0.230883875405833,0
"29563",0.9,75,1232,0.1,109.05851858154,0.180331320501703,0
"29568",0.65,75,1232,0.35,119.601490843016,0.153286829488466,0
"29569",1,10,1233,0,101.957835637367,0.196159519066614,0
"29570",0.95,10,1233,0.05,133.395080385247,0.144932881164119,0
"29571",0.9,10,1233,0.1,97.7707175139383,0.18069486570192,0
"29572",0.85,10,1233,0.15,71.6112294656433,0.246702462707512,0
"29573",0.8,10,1233,0.2,110.822291856566,0.159414377474995,0
"29574",0.75,10,1233,0.25,86.6564716997396,0.192330316937373,0
"29577",1,30,1233,0,116.838163991303,0.174029894362603,0
"29578",0.95,30,1233,0.05,74.9665572008049,0.280124908814334,0
"29579",0.9,30,1233,0.1,110.453761634404,0.205214076291015,0
"29582",0.75,30,1233,0.25,97.8887535146881,0.190692658789577,0
"29585",1,75,1233,0,84.0196434946147,0.245974224682247,0
"29586",0.95,75,1233,0.05,139.415616659202,0.174538074832981,0
"29587",0.9,75,1233,0.1,88.0687458849976,0.257374695630156,0
"29588",0.85,75,1233,0.15,98.2782454674641,0.169586530443704,0
"29590",0.75,75,1233,0.25,126.295146051122,0.158359213527211,0
"29593",1,10,1234,0,117.310960183523,0.198901562964223,0
"29594",0.95,10,1234,0.05,75.7039024515057,0.259784053792096,0
"29595",0.9,10,1234,0.1,70.3977031368213,0.269895169208529,0
"29596",0.85,10,1234,0.15,77.309920359637,0.284568912988914,0
"29597",0.8,10,1234,0.2,90.775348249826,0.198291720682456,0
"29598",0.75,10,1234,0.25,66.4264138322714,0.220795701917055,0
"29601",1,30,1234,0,70.751608968805,0.325080946358985,0
"29602",0.95,30,1234,0.05,81.8892609440822,0.219809042021899,0
"29606",0.75,30,1234,0.25,116.548027489454,0.183043280893515,0
"29609",1,75,1234,0,116.742950497783,0.191303485461919,0
"29610",0.95,75,1234,0.05,90.2871947840573,0.188288051707228,0
"29611",0.9,75,1234,0.1,105.163732474283,0.234554880150328,0
"29612",0.85,75,1234,0.15,88.336591472705,0.211312960523663,0
"29613",0.8,75,1234,0.2,75.6840809216606,0.229022181911573,0
"29614",0.75,75,1234,0.25,109.629545491609,0.19763528681635,0
"29619",0.9,10,1235,0.1,94.2987424388294,0.194417580332275,0
"29620",0.85,10,1235,0.15,98.8300694008181,0.225977108853972,0
"29621",0.8,10,1235,0.2,94.2634877610273,0.173273169935745,0
"29625",1,30,1235,0,109.885383570244,0.236610176487938,0
"29626",0.95,30,1235,0.05,143.007352543399,0.139852949126819,0
"29630",0.75,30,1235,0.25,90.7753482372521,0.198291720724182,0
"29631",0.7,30,1235,0.3,81.8892609440823,0.219809042021899,0
"29632",0.65,30,1235,0.35,98.278245471006,0.169586530434996,0
"29633",1,75,1235,0,120.827934107426,0.171042125476484,0
"29634",0.95,75,1235,0.05,75.7039024503041,0.259784053795339,0
"29635",0.9,75,1235,0.1,84.9254839640252,0.270825657110688,0
"29636",0.85,75,1235,0.15,101.957835674198,0.196159518959479,0
"29638",0.75,75,1235,0.25,109.629545492691,0.197635286813391,0
"29641",1,10,1236,0,90.8139215069515,0.253265134005246,0
"29642",0.95,10,1236,0.05,105.550363166576,0.173692754662906,0
"29643",0.9,10,1236,0.1,113.856741464772,0.202008240531596,0
"29644",0.85,10,1236,0.15,63.9999999851861,0.250000000099097,0
"29645",0.8,10,1236,0.2,86.4811019664825,0.223555584904856,0
"29648",0.65,10,1236,0.35,90.2871947840691,0.188288051707191,0
"29649",1,30,1236,0,117.775107509,0.164154665140458,0
"29650",0.95,30,1236,0.05,80.6048319014251,0.210905470540437,0
"29651",0.9,30,1236,0.1,109.058518579771,0.180331320505151,0
"29652",0.85,30,1236,0.15,94.2073515238137,0.222912539856818,0
"29653",0.8,30,1236,0.2,93.9919423000345,0.184412971039689,0
"29657",1,75,1236,0,98.8300695274465,0.225977108385329,0
"29658",0.95,75,1236,0.05,85.0826551005464,0.21547674213721,0
"29659",0.9,75,1236,0.1,76.4019038119346,0.248684902621565,0
"29662",0.75,75,1236,0.25,87.3185676279954,0.202324283901821,0
"29665",1,10,1237,0,84.9254839583153,0.270825657144413,0
"29666",0.95,10,1237,0.05,95.0261068125228,0.203452861343433,0
"29667",0.9,10,1237,0.1,101.957835595896,0.196159519187234,0
"29673",1,30,1237,0,93.9919423001103,0.18441297103947,0
"29674",0.95,30,1237,0.05,66.4264138102535,0.2207957020341,0
"29676",0.85,30,1237,0.15,117.775107204204,0.164154665716985,0
"29680",0.65,30,1237,0.35,105.550363167867,0.173692754659227,0
"29681",1,75,1237,0,120.346992634038,0.180034965498086,0
"29683",0.9,75,1237,0.1,129.271664702027,0.203705378085563,0
"29686",0.75,75,1237,0.25,128.713909498265,0.147614193944253,0
"29689",1,10,1238,0,146.789534087674,0.177124344467714,0
"29691",0.9,10,1238,0.1,112.80963143413,0.186154317969405,0
"29692",0.85,10,1238,0.15,78.7564045457443,0.224320380908264,0
"29693",0.8,10,1238,0.2,73.6135380047732,0.253576545626414,0
"29695",0.7,10,1238,0.3,79.0373325131857,0.189783732864438,0
"29697",1,30,1238,0,109.131802340306,0.189373456897795,0
"29698",0.95,30,1238,0.05,126.29514606665,0.158359213500146,0
"29699",0.9,30,1238,0.1,109.551238827814,0.170392109358123,0
"29700",0.85,30,1238,0.15,94.207351507815,0.222912539917658,0
"29701",0.8,30,1238,0.2,130.666233548373,0.155612760704592,0
"29705",1,75,1238,0,135.498031465353,0.177124344468078,0
"29706",0.95,75,1238,0.05,92.8174419288837,0.215476742133487,0
"29707",0.9,75,1238,0.1,147.938456381785,0.137444541678062,0
"29708",0.85,75,1238,0.15,105.550363155848,0.173692754687665,0
"29709",0.8,75,1238,0.2,124.078420592146,0.185366640631289,0
"29710",0.75,75,1238,0.25,124.884338334916,0.168155593248998,0
"29711",0.7,75,1238,0.3,85.0741865866878,0.235088935932648,0
"29712",0.65,75,1238,0.35,119.601490844519,0.153286829485818,0
"29713",1,10,1239,0,98.4006470545637,0.250675858392667,0
"29714",0.95,10,1239,0.05,85.0826551014766,0.215476742133488,0
"29715",0.9,10,1239,0.1,62.0618791322652,0.241694260788209,0
"29716",0.85,10,1239,0.15,97.7707175415623,0.180694865627367,0
"29717",0.8,10,1239,0.2,83.3961678922587,0.227828214177441,0
"29722",0.95,30,1239,0.05,86.0045832651179,0.251924558486117,0
"29724",0.85,30,1239,0.15,82.977934431407,0.172736685138648,0
"29725",0.8,30,1239,0.2,78.7564045457442,0.224320380908264,0
"29726",0.75,30,1239,0.25,115.170239801015,0.156290375283575,0
"29727",0.7,30,1239,0.3,106.557644989991,0.162666257639462,0
"29728",0.65,30,1239,0.35,119.601490766606,0.153286829623175,0
"29729",1,75,1239,0,74.8631619377907,0.298322068628397,0
"29730",0.95,75,1239,0.05,68.1903629463103,0.263966918817987,0
"29731",0.9,75,1239,0.1,105.268638924446,0.183657103681429,0
"29735",0.7,75,1239,0.3,126.295146066661,0.158359213500126,0
"29736",0.65,75,1239,0.35,128.713909498053,0.147614193944603,0
"29737",1,10,1240,0,87.3185676279979,0.202324283901813,0
"29739",0.9,10,1240,0.1,81.2001964279206,0.250409903273851,0
"29740",0.85,10,1240,0.15,201.831886443595,0.117259304728677,0
"29743",0.7,10,1240,0.3,83.0997694053133,0.196550886365023,0
"29745",1,30,1240,0,105.514537913109,0.192706462403105,0
"29746",0.95,30,1240,0.05,80.08271568759,0.270553595499827,0
"29748",0.85,30,1240,0.15,77.3478682740697,0.215476742133487,0
"29749",0.8,30,1240,0.2,83.0997693934019,0.196550886427252,0
"29752",0.65,30,1240,0.35,84.019643494596,0.24597422468234,0
"29753",1,75,1240,0,75.6840810148763,0.229022181447106,0
"29754",0.95,75,1240,0.05,97.7707175631669,0.180694865569057,0
"29756",0.85,75,1240,0.15,153.632412054185,0.143198949400441,0
"29761",1,10,1241,0,88.0673598257037,0.23088387540611,0
"29762",0.95,10,1241,0.05,121.998104604759,0.16120469027391,0
"29763",0.9,10,1241,0.1,101.545384787055,0.18710845441855,0
"29764",0.85,10,1241,0.15,98.4616930034348,0.199739269867337,0
"29766",0.75,10,1241,0.25,105.550363175432,0.173692754641328,0
"29768",0.65,10,1241,0.35,82.977934431407,0.172736685138648,0
"29770",0.95,30,1241,0.05,86.6564716995209,0.192330316937705,0
"29772",0.85,30,1241,0.15,112.915026221026,0.17712434446833,0
"29773",0.8,30,1241,0.2,113.626152865791,0.167215025080908,0
"29774",0.75,30,1241,0.25,112.915026221292,0.177124344467705,0
"29775",0.7,30,1241,0.3,77.3927494294452,0.236886962518975,0
"29777",1,75,1241,0,83.9283968658469,0.206525252246145,0
"29779",0.9,75,1241,0.1,124.116046754572,0.15039688388059,0
"29780",0.85,75,1241,0.15,143.007352530246,0.139852949143996,0
"29782",0.75,75,1241,0.25,103.801507836416,0.211942971335932,0
"29783",0.7,75,1241,0.3,128.126637954592,0.174306714746143,0
"29785",1,10,1242,0,101.957835674185,0.196159518959516,0
"29786",0.95,10,1242,0.05,124.206528774651,0.177124344609786,0
"29787",0.9,10,1242,0.1,102.738187511443,0.204403060913074,0
"29788",0.85,10,1242,0.15,102.376296999406,0.166054062300169,0
"29789",0.8,10,1242,0.2,75.4389939510538,0.194417580332313,0
"29791",0.7,10,1242,0.3,89.6215252948773,0.219441329546249,0
"29792",0.65,10,1242,0.35,87.0105406152552,0.168561953103632,0
"29793",1,30,1242,0,77.503854119583,0.275255128608411,0
"29794",0.95,30,1242,0.05,117.77510747924,0.164154665171844,0
"29795",0.9,30,1242,0.1,99.3757697341021,0.207964846179003,0
"29796",0.85,30,1242,0.15,115.170239799991,0.156290375285498,0
"29797",0.8,30,1242,0.2,62.7947095771665,0.286648351770611,0
"29800",0.65,30,1242,0.35,146.165929652469,0.1550748982463,0
"29801",1,75,1242,0,92.7632441794626,0.233569522695322,0
"29803",0.9,75,1242,0.1,120.346992634047,0.180034965498066,0
"29804",0.85,75,1242,0.15,109.62954549272,0.197635286813312,0
"29805",0.8,75,1242,0.2,91.6510741318734,0.207307990440629,0
"29807",0.7,75,1242,0.3,163.33725231082,0.138772180540518,0
"29810",0.95,10,1243,0.05,72.8737450715224,0.21040956956836,0
"29811",0.9,10,1243,0.1,101.623523599163,0.177124344467705,0
"29814",0.75,10,1243,0.25,102.37629699932,0.166054062300366,0
"29816",0.65,10,1243,0.35,86.4838419171278,0.181151372549852,0
"29817",1,30,1243,0,74.8496227242793,0.289469283586713,0
"29818",0.95,30,1243,0.05,128.713909497761,0.14761419394504,0
"29819",0.9,30,1243,0.1,69.7210106165326,0.239047978834885,0
"29820",0.85,30,1243,0.15,76.4019038671983,0.248684902317027,0
"29821",0.8,30,1243,0.2,86.6564716994428,0.192330316937824,0
"29822",0.75,30,1243,0.25,87.0105406157828,0.168561953102108,0
"29823",0.7,30,1243,0.3,77.3927494159022,0.236886962587831,0
"29824",0.65,30,1243,0.35,80.604831901376,0.210905470540534,0
"29825",1,75,1243,0,109.131802340249,0.189373456897858,0
"29828",0.85,75,1243,0.15,98.2782454477896,0.169586530492076,0
"29829",0.8,75,1243,0.2,120.346992568951,0.180034965640066,0
"29830",0.75,75,1243,0.25,80.3667185462631,0.232268618401956,0
"29831",0.7,75,1243,0.3,94.298742438822,0.194417580332298,0
"29833",1,10,1244,0,144.223787149539,0.147918271701004,0
"29834",0.95,10,1244,0.05,72.5082027537709,0.303413947173803,0
"29835",0.9,10,1244,0.1,81.8892609261165,0.219809042099358,0
"29837",0.8,10,1244,0.2,93.9919423001149,0.184412971039456,0
"29839",0.7,10,1244,0.3,98.2782454730784,0.16958653043328,0
"29841",1,30,1244,0,105.514537753413,0.192706462840865,0
"29842",0.95,30,1244,0.05,107.102017887106,0.208523926756212,0
"29843",0.9,30,1244,0.1,90.7753482339052,0.198291720735289,0
"29846",0.75,30,1244,0.25,82.13222273752,0.239451289775973,0
"29848",0.65,30,1244,0.35,88.3365914727136,0.21131296052365,0
"29849",1,75,1244,0,83.3961678900273,0.227828214181914,0
"29850",0.95,75,1244,0.05,72.470818432518,0.285172254345878,0
"29852",0.85,75,1244,0.15,138.159560952427,0.142347489606704,0
"29854",0.75,75,1244,0.25,147.938456395344,0.137444541661327,0
"29856",0.65,75,1244,0.35,113.626152870926,0.167215025070198,0
"29857",1,10,1245,0,106.557644952328,0.162666257720147,0
"29858",0.95,10,1245,0.05,109.551238827814,0.170392109358123,0
"29860",0.85,10,1245,0.15,89.8011629238569,0.237561882705981,0
"29861",0.8,10,1245,0.2,79.6170838947672,0.200961894323479,0
"29862",0.75,10,1245,0.25,135.11136861027,0.152960234799188,0
"29863",0.7,10,1245,0.3,68.8036666095751,0.251924558493245,0
"29865",1,30,1245,0,97.3541777108659,0.21913115425505,0
"29866",0.95,30,1245,0.05,126.295146066366,0.15835921350064,0
"29867",0.9,30,1245,0.1,75.4389939510657,0.194417580332266,0
"29870",0.75,30,1245,0.25,147.938456395543,0.137444541661081,0
"29871",0.7,30,1245,0.3,97.8887535853376,0.190692658584047,0
"29873",1,75,1245,0,71.5949850149763,0.339874829616451,0
"29875",0.9,75,1245,0.1,135.111368610271,0.152960234799188,0
"29877",0.8,75,1245,0.2,120.827934107422,0.171042125476492,0
"29880",0.65,75,1245,0.35,78.4282845656821,0.255010040201127,0
"29881",1,10,1246,0,121.998104606821,0.161204690270098,0
"29882",0.95,10,1246,0.05,68.1903629193167,0.263966919004644,0
"29885",0.8,10,1246,0.2,101.623523599163,0.177124344467705,0
"29887",0.7,10,1246,0.3,83.099769405409,0.196550886364681,0
"29889",1,30,1246,0,97.3541777108659,0.21913115425505,0
"29891",0.9,30,1246,0.1,97.770717553654,0.180694865594731,0
"29892",0.85,30,1246,0.15,93.9919423001148,0.184412971039457,0
"29893",0.8,30,1246,0.2,82.132222737518,0.239451289775983,0
"29894",0.75,30,1246,0.25,79.0373325131879,0.18978373286443,0
"29897",1,75,1246,0,115.170239801014,0.156290375283577,0
"29898",0.95,75,1246,0.05,113.626152884425,0.167215025042042,0
"29899",0.9,75,1246,0.1,110.453761628879,0.205214076306855,0
"29900",0.85,75,1246,0.15,103.482299253604,0.228702559156839,0
"29901",0.8,75,1246,0.2,97.4788813938218,0.23594854261482,0
"29902",0.75,75,1246,0.25,119.601490817433,0.153286829533543,0
"29905",1,10,1247,0,106.955468400176,0.239975263075229,0
"29906",0.95,10,1247,0.05,110.822291854509,0.159414377479118,0
"29908",0.85,10,1247,0.15,86.6564716994502,0.1923303169378,0
"29909",0.8,10,1247,0.2,82.7189470584697,0.185366640641087,0
"29913",1,30,1247,0,87.3185676279994,0.20232428390181,0
"29914",0.95,30,1247,0.05,85.365156217082,0.261621185160259,0
"29916",0.85,30,1247,0.15,90.7753482498954,0.198291720682226,0
"29918",0.75,30,1247,0.25,90.3320209770101,0.177124344467771,0
"29921",1,75,1247,0,95.0323502668506,0.263068312314702,0
"29922",0.95,75,1247,0.05,88.3365914353717,0.211312960663415,0
"29923",0.9,75,1247,0.1,100.552228756272,0.21547674213355,0
"29924",0.85,75,1247,0.15,113.62615278949,0.16721502524006,0
"29926",0.75,75,1247,0.25,129.007378471599,0.165365218548281,0
"29927",0.7,75,1247,0.3,128.713909498265,0.147614193944253,0
"29929",1,10,1248,0,72.4708184326151,0.285172254345165,0
"29930",0.95,10,1248,0.05,93.9919422588339,0.184412971158719,0
"29932",0.85,10,1248,0.15,79.6170838345718,0.200961894555697,0
"29933",0.8,10,1248,0.2,168.300755679187,0.136660111282821,0
"29934",0.75,10,1248,0.25,97.8887535853382,0.190692658584046,0
"29937",1,30,1248,0,90.2871947778161,0.18828805172656,0
"29938",0.95,30,1248,0.05,97.8887535853379,0.190692658584047,0
"29939",0.9,30,1248,0.1,101.957835664255,0.1961595189884,0
"29945",1,75,1248,0,79.8093257145325,0.279833630135114,0
"29946",0.95,75,1248,0.05,97.8887535034376,0.190692658822305,0
"29947",0.9,75,1248,0.1,113.626152884399,0.167215025042095,0
"29948",0.85,75,1248,0.15,143.007352543677,0.139852949126456,0
"29950",0.75,75,1248,0.25,110.822291856566,0.159414377474995,0
"29953",1,10,1249,0,101.957835674223,0.196159518959444,0
"29954",0.95,10,1249,0.05,119.601490766607,0.153286829623174,0
"29955",0.9,10,1249,0.1,91.1117468052312,0.226827685686441,0
"29956",0.85,10,1249,0.15,98.2782454596059,0.169586530463024,0
"29958",0.75,10,1249,0.25,86.4838420355865,0.181151372405267,0
"29961",1,30,1249,0,82.132222738132,0.239451289774632,0
"29962",0.95,30,1249,0.05,109.058518588708,0.180331320500499,0
"29963",0.9,30,1249,0.1,101.623523599121,0.177124344467811,0
"29966",0.75,30,1249,0.25,138.159560781007,0.142347489843898,0
"29967",0.7,30,1249,0.3,71.4512394579395,0.18660744634363,0
"29968",0.65,30,1249,0.35,83.3961677690304,0.227828214719241,0
"29969",1,75,1249,0,106.156111859737,0.200961894323342,0
"29970",0.95,75,1249,0.05,86.4811019664821,0.223555584904855,0
"29971",0.9,75,1249,0.1,101.957835674164,0.196159518959577,0
"29973",0.8,75,1249,0.2,121.99810447732,0.161204690509456,0
"29974",0.75,75,1249,0.25,133.197056238688,0.162666257637407,0
"29975",0.7,75,1249,0.3,126.295145916766,0.158359213761395,0
"29977",1,10,1250,0,92.7632441792239,0.233569522696312,0
"29979",0.9,10,1250,0.1,80.3667186503979,0.232268617907224,0
"29980",0.85,10,1250,0.15,60.2750389877981,0.232268617907226,0
"29982",0.75,10,1250,0.25,105.514537913112,0.192706462403098,0
"29983",0.7,10,1250,0.3,75.4389939421111,0.194417580367019,0
"29985",1,30,1250,0,126.295146043613,0.158359213541042,0
"29986",0.95,30,1250,0.05,158.447804745514,0.140950727398254,0
"29987",0.9,30,1250,0.1,72.4708184326203,0.285172254345126,0
"29988",0.85,30,1250,0.15,133.197056238687,0.162666257637409,0
"29989",0.8,30,1250,0.2,109.62954549272,0.197635286813311,0
"29993",1,75,1250,0,98.4616929408199,0.199739269957988,0
"29995",0.9,75,1250,0.1,67.815872354635,0.275255128608412,0
"29997",0.8,75,1250,0.2,92.8174419288838,0.215476742133487,0
"29999",0.7,75,1250,0.3,126.295146061368,0.158359213509466,0
"30000",0.65,75,1250,0.35,168.300755681406,0.136660111280421,0
"30001",1,10,1251,0,109.629545492645,0.197635286813515,0
"30002",0.95,10,1251,0.05,86.004583261971,0.251924558493234,0
"30005",0.8,10,1251,0.2,87.0105406144398,0.168561953105807,0
"30006",0.75,10,1251,0.25,72.672285022775,0.233926867645242,0
"30010",0.95,30,1251,0.05,82.13222273752,0.239451289775973,0
"30011",0.9,30,1251,0.1,109.62954549272,0.197635286813311,0
"30012",0.85,30,1251,0.15,113.626152884398,0.167215025042098,0
"30014",0.75,30,1251,0.25,109.058518593767,0.180331320471384,0
"30015",0.7,30,1251,0.3,50.7560481245375,0.282396558910877,0
"30017",1,75,1251,0,105.514537913112,0.192706462403098,0
"30018",0.95,75,1251,0.05,101.545384796411,0.187108454393011,0
"30019",0.9,75,1251,0.1,94.2073515338433,0.222912539818678,0
"30020",0.85,75,1251,0.15,119.601490844185,0.153286829486405,0
"30025",1,10,1252,0,78.428284565682,0.255010040201127,0
