"","recruitmentLevel_bin","p_bin","prop","nocc_bin","0","1"
"362","30-60","0.08-0.1",0.05,"3-4",0.458333333333333,0.541666666666667
"363","30-60","0.08-0.1",0.05,"4-5",0.48,0.52
"364","30-60","0.08-0.1",0.05,"5-10",0.330275229357798,0.669724770642202
"365","30-60","0.08-0.1",0.05,"10-20",0.146825396825397,0.853174603174603
"366","30-60","0.08-0.1",0.05,"20-30",0.137055837563452,0.862944162436548
"367","30-60","0.08-0.1",0.05,"30-40",0.120331950207469,0.879668049792531
"368","30-60","0.08-0.1",0.05,"40-50",0.110687022900763,0.889312977099237
"369","30-60","0.08-0.1",0.1,"2-3",0.412698412698413,0.587301587301587
"370","30-60","0.08-0.1",0.1,"3-4",0.238095238095238,0.761904761904762
"371","30-60","0.08-0.1",0.1,"4-5",0.28,0.72
"372","30-60","0.08-0.1",0.1,"5-10",0.0782608695652174,0.921739130434783
"373","30-60","0.08-0.1",0.1,"10-20",0.0347826086956522,0.965217391304348
"374","30-60","0.08-0.1",0.1,"20-30",0.0203252032520325,0.979674796747967
"375","30-60","0.08-0.1",0.1,"30-40",0.0078740157480315,0.992125984251969
"376","30-60","0.08-0.1",0.1,"40-50",0.0151515151515152,0.984848484848485
"377","30-60","0.08-0.1",0.15,"2-3",0.25,0.75
"378","30-60","0.08-0.1",0.15,"3-4",0.0689655172413793,0.931034482758621
"379","30-60","0.08-0.1",0.15,"4-5",0.0967741935483871,0.903225806451613
"380","30-60","0.08-0.1",0.15,"5-10",0.0482758620689655,0.951724137931034
"381","30-60","0.08-0.1",0.15,"10-20",0.0078740157480315,0.992125984251969
"382","30-60","0.08-0.1",0.15,"20-30",0.00442477876106195,0.995575221238938
"383","30-60","0.08-0.1",0.15,"30-40",0.00465116279069767,0.995348837209302
"384","30-60","0.08-0.1",0.15,"40-50",0.00380228136882129,0.996197718631179
"385","30-60","0.08-0.1",0.2,"2-3",0.0961538461538462,0.903846153846154
"386","30-60","0.08-0.1",0.2,"3-4",0,1
"387","30-60","0.08-0.1",0.2,"4-5",0,1
"388","30-60","0.08-0.1",0.2,"5-10",0,1
"389","30-60","0.08-0.1",0.2,"10-20",0,1
"390","30-60","0.08-0.1",0.2,"20-30",0,1
"391","30-60","0.08-0.1",0.2,"30-40",0,1
"392","30-60","0.08-0.1",0.2,"40-50",0,1
"393","30-60","0.08-0.1",0.25,"2-3",0.162790697674419,0.837209302325581
"394","30-60","0.08-0.1",0.25,"3-4",0.05,0.95
"395","30-60","0.08-0.1",0.25,"4-5",0,1
"396","30-60","0.08-0.1",0.25,"5-10",0,1
"397","30-60","0.08-0.1",0.25,"10-20",0,1
"398","30-60","0.08-0.1",0.25,"20-30",0,1
"399","30-60","0.08-0.1",0.25,"30-40",0,1
"400","30-60","0.08-0.1",0.25,"40-50",0,1
"401","60-100","0-0.02",0.05,"2-3",0.929577464788732,0.0704225352112676
"402","60-100","0-0.02",0.05,"3-4",0.911764705882353,0.0882352941176471
"403","60-100","0-0.02",0.05,"4-5",0.92,0.08
"404","60-100","0-0.02",0.05,"5-10",0.784431137724551,0.215568862275449
"405","60-100","0-0.02",0.05,"10-20",0.640449438202247,0.359550561797753
"406","60-100","0-0.02",0.05,"20-30",0.523668639053254,0.476331360946746
"407","60-100","0-0.02",0.05,"30-40",0.417721518987342,0.582278481012658
"408","60-100","0-0.02",0.05,"40-50",0.353932584269663,0.646067415730337
"409","60-100","0-0.02",0.1,"2-3",0.9,0.1
"410","60-100","0-0.02",0.1,"3-4",0.714285714285714,0.285714285714286
"411","60-100","0-0.02",0.1,"4-5",0.7,0.3
"412","60-100","0-0.02",0.1,"5-10",0.617647058823529,0.382352941176471
"413","60-100","0-0.02",0.1,"10-20",0.446483180428135,0.553516819571865
"414","60-100","0-0.02",0.1,"20-30",0.330357142857143,0.669642857142857
"415","60-100","0-0.02",0.1,"30-40",0.237237237237237,0.762762762762763
"416","60-100","0-0.02",0.1,"40-50",0.161392405063291,0.838607594936709
"417","60-100","0-0.02",0.15,"2-3",0.816666666666667,0.183333333333333
"418","60-100","0-0.02",0.15,"3-4",0.555555555555556,0.444444444444444
"419","60-100","0-0.02",0.15,"4-5",0.708333333333333,0.291666666666667
"420","60-100","0-0.02",0.15,"5-10",0.503030303030303,0.496969696969697
"421","60-100","0-0.02",0.15,"10-20",0.336601307189543,0.663398692810457
"422","60-100","0-0.02",0.15,"20-30",0.172514619883041,0.827485380116959
"423","60-100","0-0.02",0.15,"30-40",0.180124223602484,0.819875776397516
"424","60-100","0-0.02",0.15,"40-50",0.0890207715133531,0.910979228486647
"425","60-100","0-0.02",0.2,"2-3",0.754716981132076,0.245283018867925
"426","60-100","0-0.02",0.2,"3-4",0.622222222222222,0.377777777777778
"427","60-100","0-0.02",0.2,"4-5",0.594594594594595,0.405405405405405
"428","60-100","0-0.02",0.2,"5-10",0.389830508474576,0.610169491525424
"429","60-100","0-0.02",0.2,"10-20",0.209439528023599,0.790560471976401
"430","60-100","0-0.02",0.2,"20-30",0.13840830449827,0.86159169550173
"431","60-100","0-0.02",0.2,"30-40",0.122857142857143,0.877142857142857
"432","60-100","0-0.02",0.2,"40-50",0.0553846153846154,0.944615384615385
"433","60-100","0-0.02",0.25,"2-3",0.676923076923077,0.323076923076923
"434","60-100","0-0.02",0.25,"3-4",0.580645161290323,0.419354838709677
"435","60-100","0-0.02",0.25,"4-5",0.567567567567568,0.432432432432432
"436","60-100","0-0.02",0.25,"5-10",0.381818181818182,0.618181818181818
"437","60-100","0-0.02",0.25,"10-20",0.181818181818182,0.818181818181818
"438","60-100","0-0.02",0.25,"20-30",0.0993788819875776,0.900621118012422
"439","60-100","0-0.02",0.25,"30-40",0.0553745928338762,0.944625407166124
"440","60-100","0-0.02",0.25,"40-50",0.0875706214689266,0.912429378531073
"441","60-100","0.02-0.04",0.05,"2-3",0.796610169491525,0.203389830508475
"442","60-100","0.02-0.04",0.05,"3-4",0.652173913043478,0.347826086956522
"443","60-100","0.02-0.04",0.05,"4-5",0.605263157894737,0.394736842105263
"444","60-100","0.02-0.04",0.05,"5-10",0.402298850574713,0.597701149425287
"445","60-100","0.02-0.04",0.05,"10-20",0.282282282282282,0.717717717717718
"446","60-100","0.02-0.04",0.05,"20-30",0.132132132132132,0.867867867867868
"447","60-100","0.02-0.04",0.05,"30-40",0.0882352941176471,0.911764705882353
"448","60-100","0.02-0.04",0.05,"40-50",0.0833333333333333,0.916666666666667
"449","60-100","0.02-0.04",0.1,"2-3",0.60655737704918,0.39344262295082
"450","60-100","0.02-0.04",0.1,"3-4",0.5,0.5
"451","60-100","0.02-0.04",0.1,"4-5",0.346153846153846,0.653846153846154
"452","60-100","0.02-0.04",0.1,"5-10",0.278145695364238,0.721854304635762
"453","60-100","0.02-0.04",0.1,"10-20",0.0872093023255814,0.912790697674419
"454","60-100","0.02-0.04",0.1,"20-30",0.031413612565445,0.968586387434555
"455","60-100","0.02-0.04",0.1,"30-40",0.00280898876404494,0.997191011235955
"456","60-100","0.02-0.04",0.1,"40-50",0,1
"457","60-100","0.02-0.04",0.15,"2-3",0.523076923076923,0.476923076923077
"458","60-100","0.02-0.04",0.15,"3-4",0.25,0.75
"459","60-100","0.02-0.04",0.15,"4-5",0.28125,0.71875
"460","60-100","0.02-0.04",0.15,"5-10",0.119318181818182,0.880681818181818
"461","60-100","0.02-0.04",0.15,"10-20",0.0316455696202532,0.968354430379747
"462","60-100","0.02-0.04",0.15,"20-30",0.00313479623824451,0.996865203761755
"463","60-100","0.02-0.04",0.15,"30-40",0,1
"464","60-100","0.02-0.04",0.15,"40-50",0,1
"465","60-100","0.02-0.04",0.2,"2-3",0.39622641509434,0.60377358490566
"466","60-100","0.02-0.04",0.2,"3-4",0.108108108108108,0.891891891891892
"467","60-100","0.02-0.04",0.2,"4-5",0.125,0.875
"468","60-100","0.02-0.04",0.2,"5-10",0.037037037037037,0.962962962962963
"469","60-100","0.02-0.04",0.2,"10-20",0.00297619047619048,0.99702380952381
"470","60-100","0.02-0.04",0.2,"20-30",0.00347222222222222,0.996527777777778
"471","60-100","0.02-0.04",0.2,"30-40",0,1
"472","60-100","0.02-0.04",0.2,"40-50",0,1
"473","60-100","0.02-0.04",0.25,"2-3",0.367647058823529,0.632352941176471
"474","60-100","0.02-0.04",0.25,"3-4",0.24,0.76
"475","60-100","0.02-0.04",0.25,"4-5",0.178571428571429,0.821428571428571
"476","60-100","0.02-0.04",0.25,"5-10",0.0352941176470588,0.964705882352941
"477","60-100","0.02-0.04",0.25,"10-20",0.00303030303030303,0.996969696969697
"478","60-100","0.02-0.04",0.25,"20-30",0,1
"479","60-100","0.02-0.04",0.25,"30-40",0,1
"480","60-100","0.02-0.04",0.25,"40-50",0,1
"481","60-100","0.04-0.06",0.05,"2-3",0.65,0.35
"482","60-100","0.04-0.06",0.05,"3-4",0.6,0.4
"483","60-100","0.04-0.06",0.05,"4-5",0.365853658536585,0.634146341463415
"484","60-100","0.04-0.06",0.05,"5-10",0.278787878787879,0.721212121212121
"485","60-100","0.04-0.06",0.05,"10-20",0.167741935483871,0.832258064516129
"486","60-100","0.04-0.06",0.05,"20-30",0.0447761194029851,0.955223880597015
"487","60-100","0.04-0.06",0.05,"30-40",0.0416666666666667,0.958333333333333
"488","60-100","0.04-0.06",0.05,"40-50",0.0220125786163522,0.977987421383648
"489","60-100","0.04-0.06",0.1,"2-3",0.483870967741935,0.516129032258065
"490","60-100","0.04-0.06",0.1,"3-4",0.1,0.9
"491","60-100","0.04-0.06",0.1,"4-5",0.111111111111111,0.888888888888889
"492","60-100","0.04-0.06",0.1,"5-10",0.0778443113772455,0.922155688622755
"493","60-100","0.04-0.06",0.1,"10-20",0.0238095238095238,0.976190476190476
"494","60-100","0.04-0.06",0.1,"20-30",0.00613496932515337,0.993865030674847
"495","60-100","0.04-0.06",0.1,"30-40",0.00869565217391304,0.991304347826087
"496","60-100","0.04-0.06",0.1,"40-50",0,1
"497","60-100","0.04-0.06",0.15,"2-3",0.321428571428571,0.678571428571429
"498","60-100","0.04-0.06",0.15,"3-4",0,1
"499","60-100","0.04-0.06",0.15,"4-5",0.0512820512820513,0.948717948717949
"500","60-100","0.04-0.06",0.15,"5-10",0.0352941176470588,0.964705882352941
"501","60-100","0.04-0.06",0.15,"10-20",0,1
"502","60-100","0.04-0.06",0.15,"20-30",0,1
"503","60-100","0.04-0.06",0.15,"30-40",0,1
"504","60-100","0.04-0.06",0.15,"40-50",0,1
"505","60-100","0.04-0.06",0.2,"2-3",0.150943396226415,0.849056603773585
"506","60-100","0.04-0.06",0.2,"3-4",0.0666666666666667,0.933333333333333
"507","60-100","0.04-0.06",0.2,"4-5",0.107142857142857,0.892857142857143
"508","60-100","0.04-0.06",0.2,"5-10",0.00719424460431655,0.992805755395683
"509","60-100","0.04-0.06",0.2,"10-20",0,1
"510","60-100","0.04-0.06",0.2,"20-30",0,1
"511","60-100","0.04-0.06",0.2,"30-40",0,1
"512","60-100","0.04-0.06",0.2,"40-50",0,1
"513","60-100","0.04-0.06",0.25,"2-3",0.183333333333333,0.816666666666667
"514","60-100","0.04-0.06",0.25,"3-4",0.027027027027027,0.972972972972973
"515","60-100","0.04-0.06",0.25,"4-5",0,1
"516","60-100","0.04-0.06",0.25,"5-10",0,1
"517","60-100","0.04-0.06",0.25,"10-20",0,1
"518","60-100","0.04-0.06",0.25,"20-30",0,1
"519","60-100","0.04-0.06",0.25,"30-40",0,1
"520","60-100","0.04-0.06",0.25,"40-50",0,1
"521","60-100","0.06-0.08",0.05,"2-3",0.576271186440678,0.423728813559322
"522","60-100","0.06-0.08",0.05,"3-4",0.466666666666667,0.533333333333333
"523","60-100","0.06-0.08",0.05,"4-5",0.285714285714286,0.714285714285714
"524","60-100","0.06-0.08",0.05,"5-10",0.158823529411765,0.841176470588235
"525","60-100","0.06-0.08",0.05,"10-20",0.0699088145896656,0.930091185410334
"526","60-100","0.06-0.08",0.05,"20-30",0.0536912751677852,0.946308724832215
"527","60-100","0.06-0.08",0.05,"30-40",0.0255591054313099,0.97444089456869
"528","60-100","0.06-0.08",0.05,"40-50",0.0262390670553936,0.973760932944606
"529","60-100","0.06-0.08",0.1,"2-3",0.352941176470588,0.647058823529412
"530","60-100","0.06-0.08",0.1,"3-4",0.2,0.8
"531","60-100","0.06-0.08",0.1,"4-5",0.2,0.8
"532","60-100","0.06-0.08",0.1,"5-10",0.0111111111111111,0.988888888888889
"533","60-100","0.06-0.08",0.1,"10-20",0.023489932885906,0.976510067114094
"534","60-100","0.06-0.08",0.1,"20-30",0.00347222222222222,0.996527777777778
"535","60-100","0.06-0.08",0.1,"30-40",0.0032258064516129,0.996774193548387
"536","60-100","0.06-0.08",0.1,"40-50",0,1
"537","60-100","0.06-0.08",0.15,"2-3",0.222222222222222,0.777777777777778
"538","60-100","0.06-0.08",0.15,"3-4",0.0263157894736842,0.973684210526316
"539","60-100","0.06-0.08",0.15,"4-5",0.0333333333333333,0.966666666666667
"540","60-100","0.06-0.08",0.15,"5-10",0,1
"541","60-100","0.06-0.08",0.15,"10-20",0,1
"542","60-100","0.06-0.08",0.15,"20-30",0,1
"543","60-100","0.06-0.08",0.15,"30-40",0,1
"544","60-100","0.06-0.08",0.15,"40-50",0,1
"545","60-100","0.06-0.08",0.2,"2-3",0.136363636363636,0.863636363636364
"546","60-100","0.06-0.08",0.2,"3-4",0.0384615384615385,0.961538461538462
"547","60-100","0.06-0.08",0.2,"4-5",0.024390243902439,0.975609756097561
"548","60-100","0.06-0.08",0.2,"5-10",0.00558659217877095,0.994413407821229
"549","60-100","0.06-0.08",0.2,"10-20",0,1
"550","60-100","0.06-0.08",0.2,"20-30",0,1
"551","60-100","0.06-0.08",0.2,"30-40",0,1
"552","60-100","0.06-0.08",0.2,"40-50",0,1
"553","60-100","0.06-0.08",0.25,"2-3",0.0379746835443038,0.962025316455696
"554","60-100","0.06-0.08",0.25,"3-4",0.037037037037037,0.962962962962963
"555","60-100","0.06-0.08",0.25,"4-5",0.032258064516129,0.967741935483871
"556","60-100","0.06-0.08",0.25,"5-10",0,1
"557","60-100","0.06-0.08",0.25,"10-20",0,1
"558","60-100","0.06-0.08",0.25,"20-30",0,1
"559","60-100","0.06-0.08",0.25,"30-40",0,1
"560","60-100","0.06-0.08",0.25,"40-50",0,1
"561","60-100","0.08-0.1",0.05,"2-3",0.39622641509434,0.60377358490566
"562","60-100","0.08-0.1",0.05,"3-4",0.296296296296296,0.703703703703704
"563","60-100","0.08-0.1",0.05,"4-5",0.257142857142857,0.742857142857143
"564","60-100","0.08-0.1",0.05,"5-10",0.111764705882353,0.888235294117647
"565","60-100","0.08-0.1",0.05,"10-20",0.0737179487179487,0.926282051282051
"566","60-100","0.08-0.1",0.05,"20-30",0.0255591054313099,0.97444089456869
"567","60-100","0.08-0.1",0.05,"30-40",0.036144578313253,0.963855421686747
"568","60-100","0.08-0.1",0.05,"40-50",0.0194174757281553,0.980582524271845
"569","60-100","0.08-0.1",0.1,"2-3",0.218181818181818,0.781818181818182
"570","60-100","0.08-0.1",0.1,"3-4",0,1
"571","60-100","0.08-0.1",0.1,"4-5",0,1
"572","60-100","0.08-0.1",0.1,"5-10",0.0352941176470588,0.964705882352941
"573","60-100","0.08-0.1",0.1,"10-20",0.00284090909090909,0.997159090909091
"574","60-100","0.08-0.1",0.1,"20-30",0,1
"575","60-100","0.08-0.1",0.1,"30-40",0,1
"576","60-100","0.08-0.1",0.1,"40-50",0,1
"577","60-100","0.08-0.1",0.15,"2-3",0.111111111111111,0.888888888888889
"578","60-100","0.08-0.1",0.15,"3-4",0.0606060606060606,0.939393939393939
"579","60-100","0.08-0.1",0.15,"4-5",0.0434782608695652,0.956521739130435
"580","60-100","0.08-0.1",0.15,"5-10",0.00558659217877095,0.994413407821229
"581","60-100","0.08-0.1",0.15,"10-20",0,1
"582","60-100","0.08-0.1",0.15,"20-30",0,1
"583","60-100","0.08-0.1",0.15,"30-40",0,1
"584","60-100","0.08-0.1",0.15,"40-50",0,1
"585","60-100","0.08-0.1",0.2,"2-3",0.0806451612903226,0.919354838709677
"586","60-100","0.08-0.1",0.2,"3-4",0,1
"587","60-100","0.08-0.1",0.2,"4-5",0,1
"588","60-100","0.08-0.1",0.2,"5-10",0,1
"589","60-100","0.08-0.1",0.2,"10-20",0,1
"590","60-100","0.08-0.1",0.2,"20-30",0,1
"591","60-100","0.08-0.1",0.2,"30-40",0,1
"592","60-100","0.08-0.1",0.2,"40-50",0,1
"593","60-100","0.08-0.1",0.25,"2-3",0.0566037735849057,0.943396226415094
"594","60-100","0.08-0.1",0.25,"3-4",0,1
"595","60-100","0.08-0.1",0.25,"4-5",0,1
"596","60-100","0.08-0.1",0.25,"5-10",0,1
"597","60-100","0.08-0.1",0.25,"10-20",0,1
"598","60-100","0.08-0.1",0.25,"20-30",0,1
"599","60-100","0.08-0.1",0.25,"30-40",0,1
"600","60-100","0.08-0.1",0.25,"40-50",0,1
"601","100-500","0-0.02",0.05,"2-3",0.802631578947368,0.197368421052632
"602","100-500","0-0.02",0.05,"3-4",0.708933717579251,0.291066282420749
"603","100-500","0-0.02",0.05,"4-5",0.661341853035144,0.338658146964856
"604","100-500","0-0.02",0.05,"5-10",0.530275229357798,0.469724770642202
"605","100-500","0-0.02",0.05,"10-20",0.34838903944595,0.65161096055405
"606","100-500","0-0.02",0.05,"20-30",0.233219919579338,0.766780080420662
"607","100-500","0-0.02",0.05,"30-40",0.163735597331716,0.836264402668284
"608","100-500","0-0.02",0.05,"40-50",0.138537488429497,0.861462511570503
"609","100-500","0-0.02",0.1,"2-3",0.628659476117103,0.371340523882897
"610","100-500","0-0.02",0.1,"3-4",0.552552552552553,0.447447447447447
"611","100-500","0-0.02",0.1,"4-5",0.432692307692308,0.567307692307692
"612","100-500","0-0.02",0.1,"5-10",0.31855309218203,0.68144690781797
"613","100-500","0-0.02",0.1,"10-20",0.196870109546166,0.803129890453834
"614","100-500","0-0.02",0.1,"20-30",0.119389027431421,0.880610972568579
"615","100-500","0-0.02",0.1,"30-40",0.0796034845298889,0.920396515470111
"616","100-500","0-0.02",0.1,"40-50",0.0653312788906009,0.934668721109399
"617","100-500","0-0.02",0.15,"2-3",0.52755905511811,0.47244094488189
"618","100-500","0-0.02",0.15,"3-4",0.457680250783699,0.542319749216301
"619","100-500","0-0.02",0.15,"4-5",0.329411764705882,0.670588235294118
"620","100-500","0-0.02",0.15,"5-10",0.249708284714119,0.750291715285881
"621","100-500","0-0.02",0.15,"10-20",0.125964803951837,0.874035196048163
"622","100-500","0-0.02",0.15,"20-30",0.0764331210191083,0.923566878980892
"623","100-500","0-0.02",0.15,"30-40",0.0578806767586821,0.942119323241318
"624","100-500","0-0.02",0.15,"40-50",0.0418461538461538,0.958153846153846
"625","100-500","0-0.02",0.2,"2-3",0.476263399693721,0.523736600306279
"626","100-500","0-0.02",0.2,"3-4",0.339805825242718,0.660194174757282
"627","100-500","0-0.02",0.2,"4-5",0.273809523809524,0.726190476190476
"628","100-500","0-0.02",0.2,"5-10",0.175449473031618,0.824550526968382
"629","100-500","0-0.02",0.2,"10-20",0.095679012345679,0.904320987654321
"630","100-500","0-0.02",0.2,"20-30",0.0551156160912258,0.944884383908774
"631","100-500","0-0.02",0.2,"30-40",0.0413772274237391,0.958622772576261
"632","100-500","0-0.02",0.2,"40-50",0.033030303030303,0.966969696969697
"633","100-500","0-0.02",0.25,"2-3",0.375786163522013,0.624213836477987
"634","100-500","0-0.02",0.25,"3-4",0.259701492537313,0.740298507462687
"635","100-500","0-0.02",0.25,"4-5",0.206153846153846,0.793846153846154
"636","100-500","0-0.02",0.25,"5-10",0.157829839704069,0.842170160295931
"637","100-500","0-0.02",0.25,"10-20",0.0882810071495182,0.911718992850482
"638","100-500","0-0.02",0.25,"20-30",0.0433720219914478,0.956627978008552
"639","100-500","0-0.02",0.25,"30-40",0.0319148936170213,0.968085106382979
"640","100-500","0-0.02",0.25,"40-50",0.0194410692588092,0.980558930741191
"641","100-500","0.02-0.04",0.05,"2-3",0.503105590062112,0.496894409937888
"642","100-500","0.02-0.04",0.05,"3-4",0.324074074074074,0.675925925925926
"643","100-500","0.02-0.04",0.05,"4-5",0.259818731117825,0.740181268882175
"644","100-500","0.02-0.04",0.05,"5-10",0.164152082076041,0.835847917923959
"645","100-500","0.02-0.04",0.05,"10-20",0.0383058237309249,0.961694176269075
"646","100-500","0.02-0.04",0.05,"20-30",0.00866336633663366,0.991336633663366
"647","100-500","0.02-0.04",0.05,"30-40",0.00557620817843866,0.994423791821561
"648","100-500","0.02-0.04",0.05,"40-50",0.00212443095599393,0.997875569044006
"649","100-500","0.02-0.04",0.1,"2-3",0.286885245901639,0.713114754098361
"650","100-500","0.02-0.04",0.1,"3-4",0.130573248407643,0.869426751592357
"651","100-500","0.02-0.04",0.1,"4-5",0.0984615384615385,0.901538461538462
"652","100-500","0.02-0.04",0.1,"5-10",0.0333333333333333,0.966666666666667
"653","100-500","0.02-0.04",0.1,"10-20",0.00447494033412888,0.995525059665871
"654","100-500","0.02-0.04",0.1,"20-30",0.000301477238468496,0.999698522761531
"655","100-500","0.02-0.04",0.1,"30-40",0.000305064063453325,0.999694935936547
"656","100-500","0.02-0.04",0.1,"40-50",0,1
"657","100-500","0.02-0.04",0.15,"2-3",0.153729071537291,0.846270928462709
"658","100-500","0.02-0.04",0.15,"3-4",0.0424242424242424,0.957575757575758
"659","100-500","0.02-0.04",0.15,"4-5",0.0263157894736842,0.973684210526316
"660","100-500","0.02-0.04",0.15,"5-10",0.00826934435912581,0.991730655640874
"661","100-500","0.02-0.04",0.15,"10-20",0.000618238021638331,0.999381761978362
"662","100-500","0.02-0.04",0.15,"20-30",0,1
"663","100-500","0.02-0.04",0.15,"30-40",0,1
"664","100-500","0.02-0.04",0.15,"40-50",0,1
"665","100-500","0.02-0.04",0.2,"2-3",0.102325581395349,0.897674418604651
"666","100-500","0.02-0.04",0.2,"3-4",0.0311526479750779,0.968847352024922
"667","100-500","0.02-0.04",0.2,"4-5",0.00292397660818713,0.997076023391813
"668","100-500","0.02-0.04",0.2,"5-10",0.00380469245402663,0.996195307545973
"669","100-500","0.02-0.04",0.2,"10-20",0,1
"670","100-500","0.02-0.04",0.2,"20-30",0,1
"671","100-500","0.02-0.04",0.2,"30-40",0,1
"672","100-500","0.02-0.04",0.2,"40-50",0,1
"673","100-500","0.02-0.04",0.25,"2-3",0.0701468189233279,0.929853181076672
"674","100-500","0.02-0.04",0.25,"3-4",0.012779552715655,0.987220447284345
"675","100-500","0.02-0.04",0.25,"4-5",0.0161290322580645,0.983870967741935
"676","100-500","0.02-0.04",0.25,"5-10",0.001875,0.998125
"677","100-500","0.02-0.04",0.25,"10-20",0,1
"678","100-500","0.02-0.04",0.25,"20-30",0,1
"679","100-500","0.02-0.04",0.25,"30-40",0,1
"680","100-500","0.02-0.04",0.25,"40-50",0,1
"681","100-500","0.04-0.06",0.05,"2-3",0.354103343465046,0.645896656534954
"682","100-500","0.04-0.06",0.05,"3-4",0.191950464396285,0.808049535603715
"683","100-500","0.04-0.06",0.05,"4-5",0.111486486486486,0.888513513513513
"684","100-500","0.04-0.06",0.05,"5-10",0.0525679758308157,0.947432024169184
"685","100-500","0.04-0.06",0.05,"10-20",0.00882167611846251,0.991178323881537
"686","100-500","0.04-0.06",0.05,"20-30",0.00151607034566404,0.998483929654336
"687","100-500","0.04-0.06",0.05,"30-40",0.00062266500622665,0.999377334993773
"688","100-500","0.04-0.06",0.05,"40-50",0.000306936771025169,0.999693063228975
"689","100-500","0.04-0.06",0.1,"2-3",0.106128550074738,0.893871449925262
"690","100-500","0.04-0.06",0.1,"3-4",0.0458452722063037,0.954154727793696
"691","100-500","0.04-0.06",0.1,"4-5",0.0141643059490085,0.985835694050991
"692","100-500","0.04-0.06",0.1,"5-10",0.00255102040816327,0.997448979591837
"693","100-500","0.04-0.06",0.1,"10-20",0.000300932891965092,0.999699067108035
"694","100-500","0.04-0.06",0.1,"20-30",0,1
"695","100-500","0.04-0.06",0.1,"30-40",0,1
"696","100-500","0.04-0.06",0.1,"40-50",0,1
"697","100-500","0.04-0.06",0.15,"2-3",0.0436817472698908,0.956318252730109
"698","100-500","0.04-0.06",0.15,"3-4",0.0129032258064516,0.987096774193548
"699","100-500","0.04-0.06",0.15,"4-5",0,1
"700","100-500","0.04-0.06",0.15,"5-10",0.000638162093171666,0.999361837906828
"701","100-500","0.04-0.06",0.15,"10-20",0,1
"702","100-500","0.04-0.06",0.15,"20-30",0,1
"703","100-500","0.04-0.06",0.15,"30-40",0,1
"704","100-500","0.04-0.06",0.15,"40-50",0,1
"705","100-500","0.04-0.06",0.2,"2-3",0.0206022187004754,0.979397781299525
"706","100-500","0.04-0.06",0.2,"3-4",0.00280898876404494,0.997191011235955
"707","100-500","0.04-0.06",0.2,"4-5",0,1
"708","100-500","0.04-0.06",0.2,"5-10",0.00121138703815869,0.998788612961841
"709","100-500","0.04-0.06",0.2,"10-20",0,1
"710","100-500","0.04-0.06",0.2,"20-30",0,1
"711","100-500","0.04-0.06",0.2,"30-40",0,1
"712","100-500","0.04-0.06",0.2,"40-50",0,1
"713","100-500","0.04-0.06",0.25,"2-3",0.023696682464455,0.976303317535545
"714","100-500","0.04-0.06",0.25,"3-4",0.00298507462686567,0.997014925373134
"715","100-500","0.04-0.06",0.25,"4-5",0.00294985250737463,0.997050147492625
"716","100-500","0.04-0.06",0.25,"5-10",0,1
"717","100-500","0.04-0.06",0.25,"10-20",0,1
"718","100-500","0.04-0.06",0.25,"20-30",0,1
"719","100-500","0.04-0.06",0.25,"30-40",0,1
"720","100-500","0.04-0.06",0.25,"40-50",0,1
"721","100-500","0.06-0.08",0.05,"2-3",0.222385861561119,0.777614138438881
"722","100-500","0.06-0.08",0.05,"3-4",0.119760479041916,0.880239520958084
"723","100-500","0.06-0.08",0.05,"4-5",0.0676470588235294,0.932352941176471
"724","100-500","0.06-0.08",0.05,"5-10",0.0225885225885226,0.977411477411477
"725","100-500","0.06-0.08",0.05,"10-20",0.00344395742016281,0.996556042579837
"726","100-500","0.06-0.08",0.05,"20-30",0.00246989811670269,0.997530101883297
"727","100-500","0.06-0.08",0.05,"30-40",0.000908540278619019,0.999091459721381
"728","100-500","0.06-0.08",0.05,"40-50",0,1
"729","100-500","0.06-0.08",0.1,"2-3",0.0522388059701493,0.947761194029851
"730","100-500","0.06-0.08",0.1,"3-4",0.0124610591900312,0.987538940809969
"731","100-500","0.06-0.08",0.1,"4-5",0.0112676056338028,0.988732394366197
"732","100-500","0.06-0.08",0.1,"5-10",0.001194743130227,0.998805256869773
"733","100-500","0.06-0.08",0.1,"10-20",0,1
"734","100-500","0.06-0.08",0.1,"20-30",0,1
"735","100-500","0.06-0.08",0.1,"30-40",0,1
"736","100-500","0.06-0.08",0.1,"40-50",0,1
"737","100-500","0.06-0.08",0.15,"2-3",0.0177777777777778,0.982222222222222
"738","100-500","0.06-0.08",0.15,"3-4",0,1
"739","100-500","0.06-0.08",0.15,"4-5",0,1
"740","100-500","0.06-0.08",0.15,"5-10",0.00061012812690665,0.999389871873093
"741","100-500","0.06-0.08",0.15,"10-20",0,1
"742","100-500","0.06-0.08",0.15,"20-30",0,1
"743","100-500","0.06-0.08",0.15,"30-40",0,1
"744","100-500","0.06-0.08",0.15,"40-50",0,1
"745","100-500","0.06-0.08",0.2,"2-3",0.00632911392405063,0.993670886075949
"746","100-500","0.06-0.08",0.2,"3-4",0,1
"747","100-500","0.06-0.08",0.2,"4-5",0,1
"748","100-500","0.06-0.08",0.2,"5-10",0,1
"749","100-500","0.06-0.08",0.2,"10-20",0,1
"750","100-500","0.06-0.08",0.2,"20-30",0,1
"751","100-500","0.06-0.08",0.2,"30-40",0,1
