"","recruitmentLevel_bin","p_bin","prop","nocc_bin","0","1"
"1147","1-30","0.06-0.08",0.2,"4-5",0.461538461538462,0.538461538461538
"1148","1-30","0.06-0.08",0.2,"5-10",0.308270676691729,0.691729323308271
"1149","1-30","0.06-0.08",0.2,"10-20",0.201646090534979,0.798353909465021
"1150","1-30","0.06-0.08",0.2,"20-30",0.149797570850202,0.850202429149798
"1151","1-30","0.06-0.08",0.2,"30-40",0.15929203539823,0.84070796460177
"1152","1-30","0.06-0.08",0.2,"40-50",0.136363636363636,0.863636363636364
"1153","1-30","0.06-0.08",0.25,"2-3",0.543478260869565,0.456521739130435
"1154","1-30","0.06-0.08",0.25,"3-4",0.5,0.5
"1155","1-30","0.06-0.08",0.25,"4-5",0.458333333333333,0.541666666666667
"1156","1-30","0.06-0.08",0.25,"5-10",0.269230769230769,0.730769230769231
"1157","1-30","0.06-0.08",0.25,"10-20",0.175732217573222,0.824267782426778
"1158","1-30","0.06-0.08",0.25,"20-30",0.119521912350598,0.880478087649402
"1159","1-30","0.06-0.08",0.25,"30-40",0.096234309623431,0.903765690376569
"1160","1-30","0.06-0.08",0.25,"40-50",0.092436974789916,0.907563025210084
"1161","1-30","0.08-0.1",0.05,"2-3",0.921052631578947,0.0789473684210526
"1162","1-30","0.08-0.1",0.05,"3-4",0.8125,0.1875
"1163","1-30","0.08-0.1",0.05,"4-5",0.588235294117647,0.411764705882353
"1164","1-30","0.08-0.1",0.05,"5-10",0.675213675213675,0.324786324786325
"1165","1-30","0.08-0.1",0.05,"10-20",0.571428571428571,0.428571428571429
"1166","1-30","0.08-0.1",0.05,"20-30",0.452991452991453,0.547008547008547
"1167","1-30","0.08-0.1",0.05,"30-40",0.560185185185185,0.439814814814815
"1168","1-30","0.08-0.1",0.05,"40-50",0.52093023255814,0.47906976744186
"1169","1-30","0.08-0.1",0.1,"2-3",0.708333333333333,0.291666666666667
"1170","1-30","0.08-0.1",0.1,"3-4",0.5,0.5
"1171","1-30","0.08-0.1",0.1,"4-5",0.375,0.625
"1172","1-30","0.08-0.1",0.1,"5-10",0.448818897637795,0.551181102362205
"1173","1-30","0.08-0.1",0.1,"10-20",0.387596899224806,0.612403100775194
"1174","1-30","0.08-0.1",0.1,"20-30",0.315352697095436,0.684647302904564
"1175","1-30","0.08-0.1",0.1,"30-40",0.314176245210728,0.685823754789272
"1176","1-30","0.08-0.1",0.1,"40-50",0.339285714285714,0.660714285714286
"1177","1-30","0.08-0.1",0.15,"2-3",0.5,0.5
"1178","1-30","0.08-0.1",0.15,"3-4",0.5,0.5
"1179","1-30","0.08-0.1",0.15,"4-5",0.551724137931034,0.448275862068966
"1180","1-30","0.08-0.1",0.15,"5-10",0.339130434782609,0.660869565217391
"1181","1-30","0.08-0.1",0.15,"10-20",0.238095238095238,0.761904761904762
"1182","1-30","0.08-0.1",0.15,"20-30",0.199233716475096,0.800766283524904
"1183","1-30","0.08-0.1",0.15,"30-40",0.195219123505976,0.804780876494024
"1184","1-30","0.08-0.1",0.15,"40-50",0.135021097046413,0.864978902953586
"1185","1-30","0.08-0.1",0.2,"2-3",0.41304347826087,0.58695652173913
"1186","1-30","0.08-0.1",0.2,"3-4",0.409090909090909,0.590909090909091
"1187","1-30","0.08-0.1",0.2,"4-5",0.478260869565217,0.521739130434783
"1188","1-30","0.08-0.1",0.2,"5-10",0.204081632653061,0.795918367346939
"1189","1-30","0.08-0.1",0.2,"10-20",0.185454545454545,0.814545454545455
"1190","1-30","0.08-0.1",0.2,"20-30",0.141592920353982,0.858407079646018
"1191","1-30","0.08-0.1",0.2,"30-40",0.146825396825397,0.853174603174603
"1192","1-30","0.08-0.1",0.2,"40-50",0.130597014925373,0.869402985074627
"1193","1-30","0.08-0.1",0.25,"2-3",0.5,0.5
"1194","1-30","0.08-0.1",0.25,"3-4",0.409090909090909,0.590909090909091
"1195","1-30","0.08-0.1",0.25,"4-5",0.222222222222222,0.777777777777778
"1196","1-30","0.08-0.1",0.25,"5-10",0.210526315789474,0.789473684210526
"1197","1-30","0.08-0.1",0.25,"10-20",0.131687242798354,0.868312757201646
"1198","1-30","0.08-0.1",0.25,"20-30",0.11522633744856,0.88477366255144
"1199","1-30","0.08-0.1",0.25,"30-40",0.0823529411764706,0.917647058823529
"1200","1-30","0.08-0.1",0.25,"40-50",0.105058365758755,0.894941634241245
"1201","30-60","0-0.02",0.05,"2-3",0.964912280701754,0.0350877192982456
"1202","30-60","0-0.02",0.05,"3-4",0.9,0.1
"1203","30-60","0-0.02",0.05,"4-5",0.857142857142857,0.142857142857143
"1204","30-60","0-0.02",0.05,"5-10",0.866071428571429,0.133928571428571
"1205","30-60","0-0.02",0.05,"10-20",0.702040816326531,0.297959183673469
"1206","30-60","0-0.02",0.05,"20-30",0.616,0.384
"1207","30-60","0-0.02",0.05,"30-40",0.641350210970464,0.358649789029536
"1208","30-60","0-0.02",0.05,"40-50",0.534545454545455,0.465454545454545
"1209","30-60","0-0.02",0.1,"2-3",0.893617021276596,0.106382978723404
"1210","30-60","0-0.02",0.1,"3-4",0.833333333333333,0.166666666666667
"1211","30-60","0-0.02",0.1,"4-5",0.869565217391304,0.130434782608696
"1212","30-60","0-0.02",0.1,"5-10",0.76865671641791,0.23134328358209
"1213","30-60","0-0.02",0.1,"10-20",0.564,0.436
"1214","30-60","0-0.02",0.1,"20-30",0.414225941422594,0.585774058577406
"1215","30-60","0-0.02",0.1,"30-40",0.322314049586777,0.677685950413223
"1216","30-60","0-0.02",0.1,"40-50",0.322448979591837,0.677551020408163
"1217","30-60","0-0.02",0.15,"2-3",0.773584905660377,0.226415094339623
"1218","30-60","0-0.02",0.15,"3-4",0.571428571428571,0.428571428571429
"1219","30-60","0-0.02",0.15,"4-5",0.862068965517241,0.137931034482759
"1220","30-60","0-0.02",0.15,"5-10",0.659420289855073,0.340579710144928
"1221","30-60","0-0.02",0.15,"10-20",0.533088235294118,0.466911764705882
"1222","30-60","0-0.02",0.15,"20-30",0.327659574468085,0.672340425531915
"1223","30-60","0-0.02",0.15,"30-40",0.270386266094421,0.729613733905579
"1224","30-60","0-0.02",0.15,"40-50",0.221311475409836,0.778688524590164
"1225","30-60","0-0.02",0.2,"2-3",0.882352941176471,0.117647058823529
"1226","30-60","0-0.02",0.2,"3-4",0.678571428571429,0.321428571428571
"1227","30-60","0-0.02",0.2,"4-5",0.428571428571429,0.571428571428571
"1228","30-60","0-0.02",0.2,"5-10",0.596774193548387,0.403225806451613
"1229","30-60","0-0.02",0.2,"10-20",0.36864406779661,0.63135593220339
"1230","30-60","0-0.02",0.2,"20-30",0.270161290322581,0.729838709677419
"1231","30-60","0-0.02",0.2,"30-40",0.2,0.8
"1232","30-60","0-0.02",0.2,"40-50",0.164556962025316,0.835443037974684
"1233","30-60","0-0.02",0.25,"2-3",0.807692307692308,0.192307692307692
"1234","30-60","0-0.02",0.25,"3-4",0.482758620689655,0.517241379310345
"1235","30-60","0-0.02",0.25,"4-5",0.806451612903226,0.193548387096774
"1236","30-60","0-0.02",0.25,"5-10",0.503875968992248,0.496124031007752
"1237","30-60","0-0.02",0.25,"10-20",0.302040816326531,0.697959183673469
"1238","30-60","0-0.02",0.25,"20-30",0.196652719665272,0.803347280334728
"1239","30-60","0-0.02",0.25,"30-40",0.172413793103448,0.827586206896552
"1240","30-60","0-0.02",0.25,"40-50",0.12719298245614,0.87280701754386
"1241","30-60","0.02-0.04",0.05,"2-3",0.821428571428571,0.178571428571429
"1242","30-60","0.02-0.04",0.05,"3-4",0.791666666666667,0.208333333333333
"1243","30-60","0.02-0.04",0.05,"4-5",0.8,0.2
"1244","30-60","0.02-0.04",0.05,"5-10",0.637096774193548,0.362903225806452
"1245","30-60","0.02-0.04",0.05,"10-20",0.443579766536965,0.556420233463035
"1246","30-60","0.02-0.04",0.05,"20-30",0.354330708661417,0.645669291338583
"1247","30-60","0.02-0.04",0.05,"30-40",0.265402843601896,0.734597156398104
"1248","30-60","0.02-0.04",0.05,"40-50",0.175510204081633,0.824489795918367
"1249","30-60","0.02-0.04",0.1,"2-3",0.638297872340426,0.361702127659574
"1250","30-60","0.02-0.04",0.1,"3-4",0.4,0.6
"1251","30-60","0.02-0.04",0.1,"4-5",0.571428571428571,0.428571428571429
"1252","30-60","0.02-0.04",0.1,"5-10",0.383928571428571,0.616071428571429
"1253","30-60","0.02-0.04",0.1,"10-20",0.188235294117647,0.811764705882353
"1254","30-60","0.02-0.04",0.1,"20-30",0.10546875,0.89453125
"1255","30-60","0.02-0.04",0.1,"30-40",0.076271186440678,0.923728813559322
"1256","30-60","0.02-0.04",0.1,"40-50",0.0260869565217391,0.973913043478261
"1257","30-60","0.02-0.04",0.15,"2-3",0.62,0.38
"1258","30-60","0.02-0.04",0.15,"3-4",0.551724137931034,0.448275862068966
"1259","30-60","0.02-0.04",0.15,"4-5",0.310344827586207,0.689655172413793
"1260","30-60","0.02-0.04",0.15,"5-10",0.31496062992126,0.68503937007874
"1261","30-60","0.02-0.04",0.15,"10-20",0.131782945736434,0.868217054263566
"1262","30-60","0.02-0.04",0.15,"20-30",0.0535714285714286,0.946428571428571
"1263","30-60","0.02-0.04",0.15,"30-40",0.0111111111111111,0.988888888888889
"1264","30-60","0.02-0.04",0.15,"40-50",0.00448430493273543,0.995515695067265
"1265","30-60","0.02-0.04",0.2,"2-3",0.537037037037037,0.462962962962963
"1266","30-60","0.02-0.04",0.2,"3-4",0.363636363636364,0.636363636363636
"1267","30-60","0.02-0.04",0.2,"4-5",0.25,0.75
"1268","30-60","0.02-0.04",0.2,"5-10",0.145985401459854,0.854014598540146
"1269","30-60","0.02-0.04",0.2,"10-20",0.0436681222707424,0.956331877729258
"1270","30-60","0.02-0.04",0.2,"20-30",0.0121457489878543,0.987854251012146
"1271","30-60","0.02-0.04",0.2,"30-40",0,1
"1272","30-60","0.02-0.04",0.2,"40-50",0,1
"1273","30-60","0.02-0.04",0.25,"2-3",0.4,0.6
"1274","30-60","0.02-0.04",0.25,"3-4",0.272727272727273,0.727272727272727
"1275","30-60","0.02-0.04",0.25,"4-5",0.272727272727273,0.727272727272727
"1276","30-60","0.02-0.04",0.25,"5-10",0.102362204724409,0.897637795275591
"1277","30-60","0.02-0.04",0.25,"10-20",0.0328638497652582,0.967136150234742
"1278","30-60","0.02-0.04",0.25,"20-30",0,1
"1279","30-60","0.02-0.04",0.25,"30-40",0,1
"1280","30-60","0.02-0.04",0.25,"40-50",0,1
"1281","30-60","0.04-0.06",0.05,"2-3",0.814814814814815,0.185185185185185
"1282","30-60","0.04-0.06",0.05,"3-4",0.545454545454545,0.454545454545455
"1283","30-60","0.04-0.06",0.05,"4-5",0.793103448275862,0.206896551724138
"1284","30-60","0.04-0.06",0.05,"5-10",0.445454545454545,0.554545454545455
"1285","30-60","0.04-0.06",0.05,"10-20",0.274774774774775,0.725225225225225
"1286","30-60","0.04-0.06",0.05,"20-30",0.204166666666667,0.795833333333333
"1287","30-60","0.04-0.06",0.05,"30-40",0.177489177489178,0.822510822510823
"1288","30-60","0.04-0.06",0.05,"40-50",0.147321428571429,0.852678571428571
"1289","30-60","0.04-0.06",0.1,"2-3",0.660377358490566,0.339622641509434
"1290","30-60","0.04-0.06",0.1,"3-4",0.514285714285714,0.485714285714286
"1291","30-60","0.04-0.06",0.1,"4-5",0.333333333333333,0.666666666666667
"1292","30-60","0.04-0.06",0.1,"5-10",0.194690265486726,0.805309734513274
"1293","30-60","0.04-0.06",0.1,"10-20",0.124444444444444,0.875555555555556
"1294","30-60","0.04-0.06",0.1,"20-30",0.0551181102362205,0.94488188976378
"1295","30-60","0.04-0.06",0.1,"30-40",0.0185873605947955,0.981412639405205
"1296","30-60","0.04-0.06",0.1,"40-50",0.0040650406504065,0.995934959349594
"1297","30-60","0.04-0.06",0.15,"2-3",0.444444444444444,0.555555555555556
"1298","30-60","0.04-0.06",0.15,"3-4",0.352941176470588,0.647058823529412
"1299","30-60","0.04-0.06",0.15,"4-5",0.217391304347826,0.782608695652174
"1300","30-60","0.04-0.06",0.15,"5-10",0.101351351351351,0.898648648648649
"1301","30-60","0.04-0.06",0.15,"10-20",0.0374149659863946,0.962585034013605
"1302","30-60","0.04-0.06",0.15,"20-30",0,1
"1303","30-60","0.04-0.06",0.15,"30-40",0,1
"1304","30-60","0.04-0.06",0.15,"40-50",0,1
"1305","30-60","0.04-0.06",0.2,"2-3",0.377358490566038,0.622641509433962
"1306","30-60","0.04-0.06",0.2,"3-4",0.24,0.76
"1307","30-60","0.04-0.06",0.2,"4-5",0.0625,0.9375
"1308","30-60","0.04-0.06",0.2,"5-10",0.0672268907563025,0.932773109243697
"1309","30-60","0.04-0.06",0.2,"10-20",0,1
"1310","30-60","0.04-0.06",0.2,"20-30",0.0045662100456621,0.995433789954338
"1311","30-60","0.04-0.06",0.2,"30-40",0,1
"1312","30-60","0.04-0.06",0.2,"40-50",0,1
"1313","30-60","0.04-0.06",0.25,"2-3",0.183673469387755,0.816326530612245
"1314","30-60","0.04-0.06",0.25,"3-4",0.2,0.8
"1315","30-60","0.04-0.06",0.25,"4-5",0.0952380952380952,0.904761904761905
"1316","30-60","0.04-0.06",0.25,"5-10",0.0327868852459016,0.967213114754098
"1317","30-60","0.04-0.06",0.25,"10-20",0.00454545454545455,0.995454545454545
"1318","30-60","0.04-0.06",0.25,"20-30",0.00418410041841004,0.99581589958159
"1319","30-60","0.04-0.06",0.25,"30-40",0,1
"1320","30-60","0.04-0.06",0.25,"40-50",0,1
"1321","30-60","0.06-0.08",0.05,"2-3",0.75,0.25
"1322","30-60","0.06-0.08",0.05,"3-4",0.461538461538462,0.538461538461538
"1323","30-60","0.06-0.08",0.05,"4-5",0.6,0.4
"1324","30-60","0.06-0.08",0.05,"5-10",0.343434343434343,0.656565656565657
"1325","30-60","0.06-0.08",0.05,"10-20",0.292181069958848,0.707818930041152
"1326","30-60","0.06-0.08",0.05,"20-30",0.205020920502092,0.794979079497908
"1327","30-60","0.06-0.08",0.05,"30-40",0.123456790123457,0.876543209876543
"1328","30-60","0.06-0.08",0.05,"40-50",0.115384615384615,0.884615384615385
"1329","30-60","0.06-0.08",0.1,"2-3",0.555555555555556,0.444444444444444
"1330","30-60","0.06-0.08",0.1,"3-4",0.4,0.6
"1331","30-60","0.06-0.08",0.1,"4-5",0.346153846153846,0.653846153846154
"1332","30-60","0.06-0.08",0.1,"5-10",0.122137404580153,0.877862595419847
"1333","30-60","0.06-0.08",0.1,"10-20",0.040650406504065,0.959349593495935
"1334","30-60","0.06-0.08",0.1,"20-30",0.0169491525423729,0.983050847457627
"1335","30-60","0.06-0.08",0.1,"30-40",0.0120481927710843,0.987951807228916
"1336","30-60","0.06-0.08",0.1,"40-50",0.0185873605947955,0.981412639405205
"1337","30-60","0.06-0.08",0.15,"2-3",0.357142857142857,0.642857142857143
"1338","30-60","0.06-0.08",0.15,"3-4",0.142857142857143,0.857142857142857
"1339","30-60","0.06-0.08",0.15,"4-5",0.166666666666667,0.833333333333333
"1340","30-60","0.06-0.08",0.15,"5-10",0.0865384615384615,0.913461538461538
"1341","30-60","0.06-0.08",0.15,"10-20",0.0233463035019455,0.976653696498054
"1342","30-60","0.06-0.08",0.15,"20-30",0.00416666666666667,0.995833333333333
"1343","30-60","0.06-0.08",0.15,"30-40",0,1
"1344","30-60","0.06-0.08",0.15,"40-50",0.00778210116731518,0.992217898832685
"1345","30-60","0.06-0.08",0.2,"2-3",0.203389830508475,0.796610169491525
"1346","30-60","0.06-0.08",0.2,"3-4",0.0869565217391304,0.91304347826087
"1347","30-60","0.06-0.08",0.2,"4-5",0.0344827586206897,0.96551724137931
"1348","30-60","0.06-0.08",0.2,"5-10",0.0727272727272727,0.927272727272727
"1349","30-60","0.06-0.08",0.2,"10-20",0.0141509433962264,0.985849056603774
"1350","30-60","0.06-0.08",0.2,"20-30",0,1
"1351","30-60","0.06-0.08",0.2,"30-40",0,1
"1352","30-60","0.06-0.08",0.2,"40-50",0,1
"1353","30-60","0.06-0.08",0.25,"2-3",0.215686274509804,0.784313725490196
"1354","30-60","0.06-0.08",0.25,"3-4",0,1
"1355","30-60","0.06-0.08",0.25,"4-5",0.0454545454545455,0.954545454545455
"1356","30-60","0.06-0.08",0.25,"5-10",0,1
"1357","30-60","0.06-0.08",0.25,"10-20",0.008,0.992
"1358","30-60","0.06-0.08",0.25,"20-30",0,1
"1359","30-60","0.06-0.08",0.25,"30-40",0,1
"1360","30-60","0.06-0.08",0.25,"40-50",0,1
"1361","30-60","0.08-0.1",0.05,"2-3",0.636363636363636,0.363636363636364
"1362","30-60","0.08-0.1",0.05,"3-4",0.458333333333333,0.541666666666667
"1363","30-60","0.08-0.1",0.05,"4-5",0.48,0.52
"1364","30-60","0.08-0.1",0.05,"5-10",0.330275229357798,0.669724770642202
"1365","30-60","0.08-0.1",0.05,"10-20",0.146825396825397,0.853174603174603
"1366","30-60","0.08-0.1",0.05,"20-30",0.137055837563452,0.862944162436548
"1367","30-60","0.08-0.1",0.05,"30-40",0.120331950207469,0.879668049792531
"1368","30-60","0.08-0.1",0.05,"40-50",0.110687022900763,0.889312977099237
"1369","30-60","0.08-0.1",0.1,"2-3",0.412698412698413,0.587301587301587
"1370","30-60","0.08-0.1",0.1,"3-4",0.238095238095238,0.761904761904762
"1371","30-60","0.08-0.1",0.1,"4-5",0.28,0.72
"1372","30-60","0.08-0.1",0.1,"5-10",0.0782608695652174,0.921739130434783
"1373","30-60","0.08-0.1",0.1,"10-20",0.0347826086956522,0.965217391304348
"1374","30-60","0.08-0.1",0.1,"20-30",0.0203252032520325,0.979674796747967
"1375","30-60","0.08-0.1",0.1,"30-40",0.0078740157480315,0.992125984251969
"1376","30-60","0.08-0.1",0.1,"40-50",0.0151515151515152,0.984848484848485
"1377","30-60","0.08-0.1",0.15,"2-3",0.25,0.75
"1378","30-60","0.08-0.1",0.15,"3-4",0.0689655172413793,0.931034482758621
"1379","30-60","0.08-0.1",0.15,"4-5",0.0967741935483871,0.903225806451613
"1380","30-60","0.08-0.1",0.15,"5-10",0.0482758620689655,0.951724137931034
"1381","30-60","0.08-0.1",0.15,"10-20",0.0078740157480315,0.992125984251969
"1382","30-60","0.08-0.1",0.15,"20-30",0.00442477876106195,0.995575221238938
"1383","30-60","0.08-0.1",0.15,"30-40",0.00465116279069767,0.995348837209302
"1384","30-60","0.08-0.1",0.15,"40-50",0.00380228136882129,0.996197718631179
"1385","30-60","0.08-0.1",0.2,"2-3",0.0961538461538462,0.903846153846154
"1386","30-60","0.08-0.1",0.2,"3-4",0,1
"1387","30-60","0.08-0.1",0.2,"4-5",0,1
"1388","30-60","0.08-0.1",0.2,"5-10",0,1
"1389","30-60","0.08-0.1",0.2,"10-20",0,1
"1390","30-60","0.08-0.1",0.2,"20-30",0,1
"1391","30-60","0.08-0.1",0.2,"30-40",0,1
"1392","30-60","0.08-0.1",0.2,"40-50",0,1
"1393","30-60","0.08-0.1",0.25,"2-3",0.162790697674419,0.837209302325581
"1394","30-60","0.08-0.1",0.25,"3-4",0.05,0.95
"1395","30-60","0.08-0.1",0.25,"4-5",0,1
"1396","30-60","0.08-0.1",0.25,"5-10",0,1
"1397","30-60","0.08-0.1",0.25,"10-20",0,1
"1398","30-60","0.08-0.1",0.25,"20-30",0,1
"1399","30-60","0.08-0.1",0.25,"30-40",0,1
"1400","30-60","0.08-0.1",0.25,"40-50",0,1
"1401","60-100","0-0.02",0.05,"2-3",0.929577464788732,0.0704225352112676
"1402","60-100","0-0.02",0.05,"3-4",0.911764705882353,0.0882352941176471
"1403","60-100","0-0.02",0.05,"4-5",0.92,0.08
"1404","60-100","0-0.02",0.05,"5-10",0.784431137724551,0.215568862275449
"1405","60-100","0-0.02",0.05,"10-20",0.640449438202247,0.359550561797753
"1406","60-100","0-0.02",0.05,"20-30",0.523668639053254,0.476331360946746
"1407","60-100","0-0.02",0.05,"30-40",0.417721518987342,0.582278481012658
"1408","60-100","0-0.02",0.05,"40-50",0.353932584269663,0.646067415730337
"1409","60-100","0-0.02",0.1,"2-3",0.9,0.1
"1410","60-100","0-0.02",0.1,"3-4",0.714285714285714,0.285714285714286
"1411","60-100","0-0.02",0.1,"4-5",0.7,0.3
"1412","60-100","0-0.02",0.1,"5-10",0.617647058823529,0.382352941176471
"1413","60-100","0-0.02",0.1,"10-20",0.446483180428135,0.553516819571865
"1414","60-100","0-0.02",0.1,"20-30",0.330357142857143,0.669642857142857
"1415","60-100","0-0.02",0.1,"30-40",0.237237237237237,0.762762762762763
"1416","60-100","0-0.02",0.1,"40-50",0.161392405063291,0.838607594936709
"1417","60-100","0-0.02",0.15,"2-3",0.816666666666667,0.183333333333333
"1418","60-100","0-0.02",0.15,"3-4",0.555555555555556,0.444444444444444
"1419","60-100","0-0.02",0.15,"4-5",0.708333333333333,0.291666666666667
"1420","60-100","0-0.02",0.15,"5-10",0.503030303030303,0.496969696969697
"1421","60-100","0-0.02",0.15,"10-20",0.336601307189543,0.663398692810457
"1422","60-100","0-0.02",0.15,"20-30",0.172514619883041,0.827485380116959
"1423","60-100","0-0.02",0.15,"30-40",0.180124223602484,0.819875776397516
"1424","60-100","0-0.02",0.15,"40-50",0.0890207715133531,0.910979228486647
"1425","60-100","0-0.02",0.2,"2-3",0.754716981132076,0.245283018867925
"1426","60-100","0-0.02",0.2,"3-4",0.622222222222222,0.377777777777778
"1427","60-100","0-0.02",0.2,"4-5",0.594594594594595,0.405405405405405
"1428","60-100","0-0.02",0.2,"5-10",0.389830508474576,0.610169491525424
"1429","60-100","0-0.02",0.2,"10-20",0.209439528023599,0.790560471976401
"1430","60-100","0-0.02",0.2,"20-30",0.13840830449827,0.86159169550173
"1431","60-100","0-0.02",0.2,"30-40",0.122857142857143,0.877142857142857
"1432","60-100","0-0.02",0.2,"40-50",0.0553846153846154,0.944615384615385
"1433","60-100","0-0.02",0.25,"2-3",0.676923076923077,0.323076923076923
"1434","60-100","0-0.02",0.25,"3-4",0.580645161290323,0.419354838709677
"1435","60-100","0-0.02",0.25,"4-5",0.567567567567568,0.432432432432432
"1436","60-100","0-0.02",0.25,"5-10",0.381818181818182,0.618181818181818
"1437","60-100","0-0.02",0.25,"10-20",0.181818181818182,0.818181818181818
"1438","60-100","0-0.02",0.25,"20-30",0.0993788819875776,0.900621118012422
"1439","60-100","0-0.02",0.25,"30-40",0.0553745928338762,0.944625407166124
"1440","60-100","0-0.02",0.25,"40-50",0.0875706214689266,0.912429378531073
"1441","60-100","0.02-0.04",0.05,"2-3",0.796610169491525,0.203389830508475
"1442","60-100","0.02-0.04",0.05,"3-4",0.652173913043478,0.347826086956522
"1443","60-100","0.02-0.04",0.05,"4-5",0.605263157894737,0.394736842105263
"1444","60-100","0.02-0.04",0.05,"5-10",0.402298850574713,0.597701149425287
"1445","60-100","0.02-0.04",0.05,"10-20",0.282282282282282,0.717717717717718
"1446","60-100","0.02-0.04",0.05,"20-30",0.132132132132132,0.867867867867868
"1447","60-100","0.02-0.04",0.05,"30-40",0.0882352941176471,0.911764705882353
"1448","60-100","0.02-0.04",0.05,"40-50",0.0833333333333333,0.916666666666667
"1449","60-100","0.02-0.04",0.1,"2-3",0.60655737704918,0.39344262295082
"1450","60-100","0.02-0.04",0.1,"3-4",0.5,0.5
"1451","60-100","0.02-0.04",0.1,"4-5",0.346153846153846,0.653846153846154
"1452","60-100","0.02-0.04",0.1,"5-10",0.278145695364238,0.721854304635762
"1453","60-100","0.02-0.04",0.1,"10-20",0.0872093023255814,0.912790697674419
"1454","60-100","0.02-0.04",0.1,"20-30",0.031413612565445,0.968586387434555
"1455","60-100","0.02-0.04",0.1,"30-40",0.00280898876404494,0.997191011235955
"1456","60-100","0.02-0.04",0.1,"40-50",0,1
"1457","60-100","0.02-0.04",0.15,"2-3",0.523076923076923,0.476923076923077
"1458","60-100","0.02-0.04",0.15,"3-4",0.25,0.75
"1459","60-100","0.02-0.04",0.15,"4-5",0.28125,0.71875
"1460","60-100","0.02-0.04",0.15,"5-10",0.119318181818182,0.880681818181818
"1461","60-100","0.02-0.04",0.15,"10-20",0.0316455696202532,0.968354430379747
"1462","60-100","0.02-0.04",0.15,"20-30",0.00313479623824451,0.996865203761755
"1463","60-100","0.02-0.04",0.15,"30-40",0,1
"1464","60-100","0.02-0.04",0.15,"40-50",0,1
"1465","60-100","0.02-0.04",0.2,"2-3",0.39622641509434,0.60377358490566
"1466","60-100","0.02-0.04",0.2,"3-4",0.108108108108108,0.891891891891892
"1467","60-100","0.02-0.04",0.2,"4-5",0.125,0.875
"1468","60-100","0.02-0.04",0.2,"5-10",0.037037037037037,0.962962962962963
"1469","60-100","0.02-0.04",0.2,"10-20",0.00297619047619048,0.99702380952381
"1470","60-100","0.02-0.04",0.2,"20-30",0.00347222222222222,0.996527777777778
"1471","60-100","0.02-0.04",0.2,"30-40",0,1
"1472","60-100","0.02-0.04",0.2,"40-50",0,1
"1473","60-100","0.02-0.04",0.25,"2-3",0.367647058823529,0.632352941176471
"1474","60-100","0.02-0.04",0.25,"3-4",0.24,0.76
"1475","60-100","0.02-0.04",0.25,"4-5",0.178571428571429,0.821428571428571
"1476","60-100","0.02-0.04",0.25,"5-10",0.0352941176470588,0.964705882352941
"1477","60-100","0.02-0.04",0.25,"10-20",0.00303030303030303,0.996969696969697
"1478","60-100","0.02-0.04",0.25,"20-30",0,1
"1479","60-100","0.02-0.04",0.25,"30-40",0,1
"1480","60-100","0.02-0.04",0.25,"40-50",0,1
"1481","60-100","0.04-0.06",0.05,"2-3",0.65,0.35
"1482","60-100","0.04-0.06",0.05,"3-4",0.6,0.4
"1483","60-100","0.04-0.06",0.05,"4-5",0.365853658536585,0.634146341463415
"1484","60-100","0.04-0.06",0.05,"5-10",0.278787878787879,0.721212121212121
"1485","60-100","0.04-0.06",0.05,"10-20",0.167741935483871,0.832258064516129
"1486","60-100","0.04-0.06",0.05,"20-30",0.0447761194029851,0.955223880597015
"1487","60-100","0.04-0.06",0.05,"30-40",0.0416666666666667,0.958333333333333
"1488","60-100","0.04-0.06",0.05,"40-50",0.0220125786163522,0.977987421383648
"1489","60-100","0.04-0.06",0.1,"2-3",0.483870967741935,0.516129032258065
"1490","60-100","0.04-0.06",0.1,"3-4",0.1,0.9
"1491","60-100","0.04-0.06",0.1,"4-5",0.111111111111111,0.888888888888889
"1492","60-100","0.04-0.06",0.1,"5-10",0.0778443113772455,0.922155688622755
"1493","60-100","0.04-0.06",0.1,"10-20",0.0238095238095238,0.976190476190476
"1494","60-100","0.04-0.06",0.1,"20-30",0.00613496932515337,0.993865030674847
"1495","60-100","0.04-0.06",0.1,"30-40",0.00869565217391304,0.991304347826087
"1496","60-100","0.04-0.06",0.1,"40-50",0,1
"1497","60-100","0.04-0.06",0.15,"2-3",0.321428571428571,0.678571428571429
"1498","60-100","0.04-0.06",0.15,"3-4",0,1
"1499","60-100","0.04-0.06",0.15,"4-5",0.0512820512820513,0.948717948717949
"1500","60-100","0.04-0.06",0.15,"5-10",0.0352941176470588,0.964705882352941
"1501","60-100","0.04-0.06",0.15,"10-20",0,1
"1502","60-100","0.04-0.06",0.15,"20-30",0,1
"1503","60-100","0.04-0.06",0.15,"30-40",0,1
"1504","60-100","0.04-0.06",0.15,"40-50",0,1
"1505","60-100","0.04-0.06",0.2,"2-3",0.150943396226415,0.849056603773585
"1506","60-100","0.04-0.06",0.2,"3-4",0.0666666666666667,0.933333333333333
"1507","60-100","0.04-0.06",0.2,"4-5",0.107142857142857,0.892857142857143
"1508","60-100","0.04-0.06",0.2,"5-10",0.00719424460431655,0.992805755395683
"1509","60-100","0.04-0.06",0.2,"10-20",0,1
"1510","60-100","0.04-0.06",0.2,"20-30",0,1
"1511","60-100","0.04-0.06",0.2,"30-40",0,1
