"","GN14.1","GN14.2","GN14.3","GN14.4","GN14.5","GN14.6","GN14.7","GN14.8","GN14.9","GN14.10","GN18.1","GN18.2","GN18.3","GN18.4","GN18.5","GN18.6","GN18.7","GN18.8","GN18.9","GN18.10","GN41.1","GN41.2","GN41.3","GN41.4","GN41.5","GN41.6","GN41.7","GN41.8","GN41.9","GN41.10","GN81.1","GN81.2","GN81.3","GN81.4","GN81.5","GN81.6","GN81.7","GN81.8","GN81.9","GN81.10","MF.1","MF.2","MF.3","MF.4","MF.5","MF.6","MF.7","MF.8","MF.9","MF.10","OT16.1","OT16.2","OT16.3","OT16.4","OT16.5","OT16.6","OT16.7","OT16.8","OT16.9","OT16.10","TLC1.1","TLC1.2","TLC1.3","TLC1.4","TLC1.5","TLC1.6","TLC1.7","TLC1.8","TLC1.9","TLC1.10","TLC2.1","TLC2.2","TLC2.3","TLC2.4","TLC2.5","TLC2.6","TLC2.7","TLC2.8","TLC2.9","TLC2.10","TN.1","TN.2","TN.3","TN.4","TN.5","TN.6","TN.7","TN.8","TN.9","TN.10"
"1",8614.33404442793,9510.41761813214,8686.70205604827,9250.16137167387,9306.13478601911,9443.00924846413,8498.74932979638,9898.21118869616,8136.62712333911,9062.71571270711,0,0,0,0,0,0,0,0,0,0,8899.21803793293,9151.90863676161,9832.17382597839,8150.01727864889,8657.87241183408,9654.48706280021,9124.80819323847,8635.1469488186,9313.21824659581,9558.40408574825,0,0,0,0,0,0,0,0,0,0,9636.94446445902,9400.64480001723,9494.29308235604,9182.98676300981,9804.49756385201,9247.19231671345,9229.01915134567,9490.54362289897,9653.90278594869,9541.31359418382,32.6031036616889,31.0724268024773,29.6392238188047,40.1912589026469,31.2764745418377,36.5502990156011,33.3636377590429,29.6227589487674,31.3112213761255,35.8913525798353,9445.9450302919,9571.70812209019,9034.1547286351,8877.80083665609,9299.17731191205,9275.12587696881,8205.49926563046,8649.65033493863,9519.90989276799,8245.32721176816,7627.41851707113,8263.87636871843,8719.12096149746,7787.62676798679,8244.05156539152,8370.63743140967,8214.0290725514,7779.49602081615,8760.06360631589,8169.13602819095,46.5188724102945,58.4595343955185,53.1915192612633,52.1441735679165,56.1670902756419,39.8120574121922,58.0729180937983,51.8026403248815,49.9454161412969,43.265438292709
"2",8722.78471677381,8853.36920895819,9510.5890888004,9951.82955499195,10580.8003467302,9991.21948160982,8192.21250534109,8272.76537027681,9608.01029392976,8428.95402178508,0,0,0,0,0,0,0,0,0,0,8911.2990700865,9325.5380329969,9479.13196813173,9042.65609130607,9161.13345991338,9133.09817764012,9112.62636982273,9913.41800179178,8418.38829576061,8165.44704524978,0,0,0,0,0,0,0,0,0,0,9054.12484922042,9838.67960412166,9336.21693852402,8980.63761620334,9656.75437348895,9637.42988023171,9391.98928910777,9488.74262318018,9410.36461281115,9487.39956890818,31.8733588770374,25.6287856109654,37.1858210314131,35.4315265501151,24.1065437365826,28.3821448702599,33.0731797893499,24.9217755157973,28.1399970993402,29.6106659076976,9489.03387846708,9033.43755594202,9013.32207335015,9337.84752018304,9624.9044288504,9021.58830805839,8605.87800326281,8792.43588051906,9205.20553166517,9091.22947823393,8636.93331550555,7924.71481441157,9037.08663882218,8629.30908270604,8251.88798331764,8127.06880634592,8325.25682385226,8406.43146932174,7492.38855912147,8390.73645130907,51.1833976943198,49.8578953408541,47.0524029694669,57.4449937610374,58.0773058321691,50.1322354825871,52.4736081368202,56.000096623769,37.836988860823,31.2917098720883
"3",10570.0846539271,9596.03074409654,9695.09085654881,8835.32970300771,8271.3334856573,9280.90379275781,9393.2774209234,8746.24917434188,8926.81526933953,8006.25635013918,0,0,0,0,0,0,0,0,0,0,10152.6467936561,8951.82604633034,9339.93172379408,8605.1445033916,9121.21072247746,8364.27167142122,9088.63295918295,9292.86992317027,9088.83097326417,9399.27731090087,0,0,0,0,0,0,0,0,0,0,9226.11319830941,8836.30609863136,9901.14690170785,9661.49720941013,9313.89594716505,9458.12481449351,9316.12000929765,9221.71056258448,9486.44800323712,9946.68897948657,24.7013490105531,23.6950759623286,31.1872065462125,35.3633629662803,37.3940701547397,33.2605552038613,34.3036234537074,26.0692552450724,32.0254435485101,34.5381346198166,8650.84494810457,9652.71849233046,8555.62893867563,8999.40916214194,8600.1929429559,8439.7708191431,8588.00568070602,8616.73858421032,8561.38235945657,9278.95185855452,7897.8818600796,7892.76261373958,7988.91516961343,8407.78785132748,8166.40087571395,8060.4155461737,8007.27584873398,7956.67094804536,8433.97496006769,8061.23274300442,47.4931461221797,43.1818707571868,56.2270137938819,52.4145316355322,45.2550613993381,37.0569877893419,46.2889954352565,54.3916452713342,44.5943648554313,48.757064957091
"4",9197.58411994619,9366.54785093488,9244.56279019034,10426.9392661044,9841.91662666831,10883.3580879497,9578.13576777919,9052.87684781745,8684.75498488492,8670.0446449982,0,0,0,0,0,0,0,0,0,0,8394.97597175753,10074.9432191614,8666.68259438638,8261.66066052353,9994.93685504648,8163.51830357742,8907.96367483842,9590.72732917299,9234.90677024168,9327.48276315944,0,0,0,0,0,0,0,0,0,0,8848.71499734253,9307.24634101436,9148.49797199484,9205.16931589136,8163.76307433204,8596.32340469058,9402.21937713732,9575.77633643246,9486.71040668702,9452.75032193295,36.5831859860529,35.4276553252322,35.2436298425606,27.4362832525672,31.025967808274,34.2709200693534,25.4647333310494,33.2511106532744,36.2526004905522,27.5269004051761,9125.77822810237,8858.05424197383,8966.66316925474,9147.35461967431,9308.07215603655,9363.0690479396,8228.82982570019,9020.14960828744,8921.99238088131,8600.11574938352,8454.52506256931,8707.12592665727,8556.27270651177,8096.93514559802,7920.12020074679,8457.66746793263,8281.72257230315,8538.69886068665,8355.393208712,8012.78944701439,50.1113056582325,47.3638924761128,50.8476201941199,43.297704615353,51.5014122107167,64.506402571127,48.0615330218296,44.586676108553,61.853260044141,47.19655809289
"5",8933.50187035272,9185.89983528651,9590.60248810032,8827.26395262513,8091.79245712015,9879.82783944332,9421.11767558892,8914.59229941765,8206.61547573439,9051.37522333416,0,0,0,0,0,0,0,0,0,0,8295.37138283927,9250.91030765818,9052.70823539471,7989.62109049818,8818.39263768173,8303.56204741618,8839.66553165216,7946.36160512928,8857.68494850676,9494.43170743222,0,0,0,0,0,0,0,0,0,0,9066.85439027177,10232.699573055,9794.17616252188,9427.16999988842,9548.25042836811,8867.60553768561,9500.39972979584,8948.36461369231,9943.51869911767,9921.09541601159,30.5292721122938,30.9424098854549,31.1197981454287,26.6691546003589,34.3839232078173,33.357277017385,29.9843634573692,26.2973437110951,38.2245955760109,32.7958330102474,9321.25634119917,9156.0600304556,8951.81835064083,9169.63817880936,8601.21037883545,8974.7719422863,9053.98801160352,9282.09368738645,8631.88235233286,9150.81984744873,8376.79846199865,8854.64591680764,8749.13130530592,7939.26564594582,7530.94020328646,9405.60581702494,7892.15791255133,8884.62764946699,8503.79416147188,7893.55588887578,48.4059599897986,63.3137747377571,46.6388415979107,58.0817100708188,57.7621579642056,48.0317207721898,50.4960044759554,43.724026189588,60.6533355881493,59.4102431229884
"6",9148.33299025738,8762.39377950118,8981.81776341143,9480.31321188736,8289.71385356748,8580.52105640128,9676.29316159626,9647.89868366578,9378.51476242435,8504.1999783333,0,0,0,0,0,0,0,0,0,0,8520.01573730148,8531.62079490256,8979.91388561673,9325.30369585409,8777.7327803458,8198.5187571256,9317.53688987179,9233.35123484863,9524.96566455787,8852.1792784825,0,0,0,0,0,0,0,0,0,0,10319.1657606918,9163.37145329689,9654.8529203273,9615.46518521181,9936.31887473882,9038.01954594886,9264.04240798216,9173.48248031524,9601.28681122281,9215.88200700829,33.0152036008899,31.8563199053758,35.7770887142549,30.9705693480948,26.4915832524923,30.6230090400498,34.3087690650792,29.3245829989135,28.318950318894,33.9056528707728,9503.20906495126,9002.85431925829,8920.06018691971,9410.59123276136,8714.08420283587,8635.49037654613,9817.70294936666,8764.64969391758,9272.45152429758,8559.65622081142,8337.9955201339,7958.45708455711,7929.02600039186,8473.59436220304,8030.54395660066,8086.68642170947,8335.26172687238,7561.63504648273,8135.83742382086,7826.16767766935,56.8083554661395,43.6956319964099,62.9617876798657,52.9559644216062,66.2907479865387,57.1261876980895,48.2529921003816,63.7451577619379,38.8798719260915,54.4653945626036
"7",10184.8619051995,8325.9993232044,8936.20468034728,8481.38194755802,9302.31061009583,9533.53304600475,8995.19374812896,8868.33961972107,8375.05023351915,9856.04520139827,0,0,0,0,0,0,0,0,0,0,9106.35863914021,8901.91665000897,9251.41790282348,10027.9627258858,8932.36153314312,8399.65492767892,8683.85484931489,9024.02377866125,9086.72609892511,9155.68327618082,0,0,0,0,0,0,0,0,0,0,10096.6013924109,8678.58677217362,9466.12872133128,9102.22875261327,10003.6496630744,9548.98393226314,9630.16245676415,9996.56625295962,9332.42204918192,9028.36781677303,35.4007721013142,27.0726814416498,34.9413838233123,32.7413711550538,32.3376816445638,36.070886095756,31.7689804641957,33.1661345933209,30.5366519387528,28.629621119628,8922.32622906476,8739.48853652766,9004.45879234723,9135.27832362134,8726.53671891545,9120.40546430397,9033.97557255683,8663.85792139611,9036.82580465089,8837.58111499626,9070.38239576047,9009.8189308897,7504.02955457248,8385.80009198768,8004.70881739353,8459.29050424113,7789.33678822559,8080.84961466548,8120.26427025548,8421.31890845055,62.3458155216998,63.0635116977099,47.7823714688695,57.2914809918351,57.6997020319881,55.3406731874995,45.8813319772963,41.7383883381959,55.2875842368324,50.9116790946359
"8",9434.16086212064,9027.64055226518,9779.14807471949,9431.73449764958,9298.8491525101,9194.55561099009,9173.76432746041,9281.54860594502,7854.62384693858,8986.35535637779,0,0,0,0,0,0,0,0,0,0,8680.95390134965,7513.44769876492,8808.89381090661,9221.9024339538,8931.21452927368,9507.52237592157,8587.30812803345,8554.96168509615,8977.34674084021,9169.64141102265,0,0,0,0,0,0,0,0,0,0,8887.05588215037,9138.04792076829,9528.06413765832,9828.61823318733,9769.00859209214,9499.07858015013,9660.5105424804,9204.51885070881,9526.90231639652,9735.47406045542,38.507993988471,26.2761117382495,27.7940038924051,31.4993720813002,26.776286493839,34.7659787486394,38.1238411657288,33.5461727472656,34.0225834981797,29.59876869322,8693.91410985574,9531.85785784294,9021.00344193012,8591.45806026618,8433.96757956146,8922.13129445842,8855.21049266608,9650.070762074,8846.04648698339,8876.38316690453,8291.68800174357,8853.64459997168,8654.76227185333,8257.97025506086,7812.58649515133,8279.8081361803,8140.11916184802,8122.62469723588,8463.55236692722,7837.4233417339,49.3792949751337,43.2127154663353,56.521351645054,49.3021353204054,72.879618138204,51.2130274447299,54.0287696772698,72.3632147608198,50.7204263640953,58.7406298656024
"9",8561.10231043077,8671.72662354165,8971.98746533282,9977.17589116523,9464.16575383524,8584.26314563978,8716.01897365596,8886.69329519881,8931.57213597262,9863.89026116498,0,0,0,0,0,0,0,0,0,0,8208.25075636977,9190.34989999389,8426.22945741342,9668.86681307505,8264.44475140214,9210.1910955082,8947.26109087056,9245.51607241853,8367.01448109543,9679.84361564098,0,0,0,0,0,0,0,0,0,0,9505.88571096365,8743.61283253469,9657.95209600181,9329.72109179167,9624.61987746606,8881.1340405597,9225.8907316097,10016.9585668618,9391.79411767502,9554.05494627703,28.9531415681734,24.9347718330354,24.9602593569435,30.3108543710703,33.3790412115999,31.7389791092234,32.8794840673146,27.6402374429244,33.6699787171147,25.2419569820956,9985.95235173057,9674.043274485,8799.91419592997,9325.85609513611,8442.78892216231,8936.19440369523,8964.41430973241,8960.73570482956,8302.68578743817,9194.75846420188,7933.89737008695,7770.88201651993,8532.80651034885,7835.79120226499,7767.71948035148,8322.71030597042,8958.03674083382,7985.52499035398,7879.07805791308,8740.29414680186,49.8373347206683,63.0020066473983,42.9379465963291,64.9382629146172,45.3277717781949,53.0715780442343,56.031321885253,54.4745351812559,69.2444542105553,52.3920955054339
"10",9100.15888950165,8866.3293065842,9920.79209860432,10116.2888887586,9963.72379997658,9509.37414262928,9252.00182275499,9139.58463200747,9799.67912960994,9662.27652080498,0,0,0,0,0,0,0,0,0,0,8434.10842566132,10198.9854491741,9705.07485467072,9728.28497621935,8551.45657309354,9106.46245618457,9984.64177003251,8525.88900527519,9591.91385816107,9171.45425861551,0,0,0,0,0,0,0,0,0,0,9495.23819818668,9312.24720523342,9318.01958366151,8908.27428501399,8728.04533090309,9095.92490263291,9172.68059299506,8950.76773819546,9827.96402976466,8434.19178942271,33.4310103161832,31.8335324698397,26.4498695108441,37.6071233396356,33.8691349852873,36.3697487966837,35.8022877591604,29.3292921516867,31.3911289385493,27.008967310789,8850.77927304008,8729.85300716347,9102.17009536412,8249.00026390579,8575.48481191672,7981.49972305111,9333.99233310366,9702.71945012899,9614.52271754775,9975.04965828577,8312.33787587794,8133.00459583696,8494.01959024042,8012.55149556864,7801.01879728079,8304.09034168984,8455.72956150971,7746.69664446727,8706.27925972144,7861.05684089113,44.4674978614797,57.0332163666577,69.2388875087242,49.0060627159096,53.0093555323626,55.5109703564178,45.4547057488524,50.1413671469642,54.8530893521811,58.5869774719239
"11",9158.37247405941,8862.60262154922,9329.75580636742,8911.51650168462,8997.90617995538,7995.92226065544,9148.73970727793,9563.62786756718,9310.08536337287,9657.63839200327,0,0,0,0,0,0,0,0,0,0,9905.77672371065,8750.59982485319,9622.52774453357,7661.41362314415,9327.05045234522,9466.36443043,9921.54868818304,8714.04302290675,8954.09982201426,9251.76003585131,0,0,0,0,0,0,0,0,0,0,9299.02740714494,9339.09095675771,9501.85885529764,8983.71056821695,9538.20514913621,9818.00249213036,9147.50607993036,9287.28991612395,9850.23255057833,8929.36574866242,34.2665382037144,32.9697691355602,31.1593600144712,29.7010925886627,29.6462256765709,25.4746781080635,32.7488994113665,28.3433205221844,26.3892353437303,37.4472461092347,9697.65379542734,9045.87658506619,8538.87370118494,8262.61567994813,9158.57592339577,8703.82497560784,8178.91294195959,8538.77019292133,8885.79448847109,8475.47115425339,8348.5070838292,8013.46607324687,8044.56962605888,7439.55951624107,7600.97299905104,7827.74523078275,8077.20002199902,8414.78692644884,8575.80901094204,9270.38126974585,48.5681643761703,67.0771863061465,48.9564057045193,55.9420092420893,45.9750973795912,51.9472497186511,52.8317056077934,57.9544852826796,52.3520612719939,57.030612111979
"12",8722.68463636804,8051.76577747349,8460.3706642484,9076.47975147213,9532.88949408289,9480.08556504285,9946.98317495428,8198.94172922977,8830.00739702342,8113.35315251126,0,0,0,0,0,0,0,0,0,0,8896.91348278563,8006.78020799249,9713.97612593257,8894.43834857556,9554.72868212853,10306.2339320591,8888.01566624158,9289.16136461187,9223.82264197744,9376.18053931311,0,0,0,0,0,0,0,0,0,0,9305.98602966843,9021.7998838853,9066.19061043812,10077.5178165571,9642.38193927836,9591.70990468913,9229.81699599287,9536.07106673917,9909.42209330554,10123.1767456895,28.7914907995307,38.6095586827527,37.2733543962174,33.7200800501487,37.1771023635213,29.6985053551389,33.3421232397954,36.8360616268849,32.5957515003222,33.622161374531,9226.74167606551,8729.49408731546,8900.41153556987,8936.00746520554,9002.78900362428,9198.84610681272,8656.91861938764,8365.43078797434,8041.99323655903,9224.12695923089,8139.46309774502,7518.39318945342,8073.18117783752,8020.5306050471,9500.27901293695,8298.34679003767,8052.06125378052,7959.91747676393,8495.3297762564,8121.53845092975,49.997902565089,46.7979841635447,57.1206881922783,40.2815750709555,51.2401925811896,60.6252224208342,56.7133030341024,48.0175393728559,63.148032467723,65.2259622836281
