"","GN14.1","GN14.2","GN14.3","GN14.4","GN14.5","GN14.6","GN14.7","GN14.8","GN14.9","GN14.10","GN18.1","GN18.2","GN18.3","GN18.4","GN18.5","GN18.6","GN18.7","GN18.8","GN18.9","GN18.10","GN41.1","GN41.2","GN41.3","GN41.4","GN41.5","GN41.6","GN41.7","GN41.8","GN41.9","GN41.10","GN81.1","GN81.2","GN81.3","GN81.4","GN81.5","GN81.6","GN81.7","GN81.8","GN81.9","GN81.10","MF.1","MF.2","MF.3","MF.4","MF.5","MF.6","MF.7","MF.8","MF.9","MF.10","OT16.1","OT16.2","OT16.3","OT16.4","OT16.5","OT16.6","OT16.7","OT16.8","OT16.9","OT16.10","TLC1.1","TLC1.2","TLC1.3","TLC1.4","TLC1.5","TLC1.6","TLC1.7","TLC1.8","TLC1.9","TLC1.10","TLC2.1","TLC2.2","TLC2.3","TLC2.4","TLC2.5","TLC2.6","TLC2.7","TLC2.8","TLC2.9","TLC2.10","TN.1","TN.2","TN.3","TN.4","TN.5","TN.6","TN.7","TN.8","TN.9","TN.10"
"1",0.00197345493131837,0.00126177424397445,0.00287796218158459,0.00172969955410677,0.00139692797266705,0.00148257823662272,0.00152963683190683,0.0016164536899629,0.00110610943128811,0.00132410641361887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00179791077505911,0.0020760696761854,0.00172901743814607,0.00147238951645381,0.00196353089897276,0.00165726049410224,0.00142468748106213,0.00162128103701992,0.00118111695750508,0.00115081972903836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00259418325924776,0.0020211379542779,0.00189587574807973,0.00196014656936087,0.00173389813086159,0.00183839585224956,0.0015169542689657,0.00179125671568297,0.00103585049712279,0.00136249583159331,0.0613438530501056,0.0643657482150878,0,0.0497620640558807,0,0.0273595572931745,0.0599455015800223,0,0,0.0278618644358872,0.00296423490822863,0.00146264384803899,0.00166036562916675,0.00168960762648173,0.00118290033957189,0.00194067447048843,0.0012186948869627,0.00138733931839166,0.00126051613252307,0.0012128081449245,0.00235990721627687,0.0026621889072878,0.00217911875335846,0.00154090589566122,0.00157689455201541,0.00155304779433156,0.00170440107727198,0.00179960243729661,0.00136985306720241,0.00159135555524332,0,0.034211699095457,0.0751999577292202,0.0575327940731974,0.0356080400495189,0,0,0,0,0.0231131369393412
"2",0.00034392686480397,0.0004518053981023,0.000210291915813626,0.00050242018036693,0.000472554044699004,0.00020017576469832,0.000366201438017396,0.000483514256837452,0.000208159643757207,0.000118638682500278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000448868337662151,0.000214464837623666,0.000421979566636245,0.000552934884343017,0.000436627194386252,0.000218983740358387,0.00032921354154657,0.000403493527588268,0.000118787583189004,0.000489869076100002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000220893795182447,0.000609837929622838,0.000749768353294782,0.000111350668263882,0.000621326769631008,0.000415048415366923,0.000212947431948147,0.000105388041357249,0.000425063232359185,0.000210805920576418,0,0,0,0,0,0,0,0,0,0,0.000526924032945674,0.000110699829805346,0.000554734420817335,0.000321273183516408,0.00031169140661881,0.000554226132834484,0.00034859894584406,0.000341202374491799,0.000108634184925049,0.000219992246899978,0.000115781836384535,0,0.000221310260699311,0.000579420664166552,0.000121184388593452,0.000738273557535895,0.000240232829126653,0.000951652318727041,0.000266937570604922,0.000476716200444592,0,0,0,0.0174079573262702,0,0,0,0,0,0
"3",0.000473033108409626,0.000625258521987457,0.000206289969799411,0.000452727870317994,0.000604497449978305,0.000323244380826466,0.000638754689245639,0.000343004177013484,0.000224044067190378,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000196992965543695,0.000335127155562837,0.000428268655306092,0.000348628660311003,0.000328903704922317,0.000119556135821935,0.000330082644273677,0.000538046915682453,0.000220050301945677,0.000212782316538367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00010838800462401,0.000339508383538758,0.00020199680096202,0.000207007253291139,0.000429465824257734,0.000105729203157439,0.00042936329673812,0.000433759005214208,0.000210827066075472,0.00030160790250776,0,0,0,0,0,0.0300656436391629,0,0,0,0.0289535034537227,0.000462382579273532,0.000414391034316207,0.000233764228712517,0.000555592029422736,0.000116276461078593,0.000236973259447235,0.000465765877284697,0.00034815956996738,0,0.000323312378998305,0.000633081133471096,0.000506793399948058,0.000375520322385043,0.00023787469847782,0.000122452964925332,0.000496252330551222,0.000499545672656255,0.000251361406429824,0,0,0,0.0231578665413325,0,0.0190786785419273,0,0,0.0216034068269786,0,0,0
"4",0.000543621013387291,0.000747340440832886,0.000216343384256339,0.000479527104972584,0.000711243578413613,0.000275650215288025,0.000313213350983391,0.000220924246912978,0.0005757214807674,0.000115339659822502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000595594319366852,0.000694792997610828,0.00046153761331826,0.000605205200921815,0.000500253285489791,0.000734977221447605,0.000112259101687248,0.000417069515450912,0.000108284796466205,0.000107210061427256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000452043036893073,0.000322329493609712,0.000327922682956648,0.000543173061615308,0.00036747759246375,0.000465315206477388,0.000425431468843037,0.00041772070059546,0.000210821234575711,0.000634735901791288,0,0,0,0,0.0322310654797147,0,0,0,0,0,0.000986217260056239,0.000677349656719084,0.000223048414136675,0.000218642447259928,0.000429734528583976,0.000747618111557171,0.00036457188489066,0.000665177437244209,0.000560412942148926,0.000116277504761687,0.000709679131068376,0.000689090757448531,0.00046749328091843,0.000247007042051871,0.000631303550106291,0.00023647181774207,0.000603739132329991,0.000351341585989455,0.000478732705940073,0.000499201935412196,0,0.0211131295955951,0,0,0,0,0.0208066604855446,0.0448564498311266,0,0
"5",0.000559690933361005,0.00043544999093442,0.000834149888906991,0.000566426927622693,0.000494328051689006,0.000809730708875466,0.000636867111377518,0.000560878145860538,0.000243705825612723,0.000994324042251423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000602745768603387,0.000540487350294689,0.000552320904417394,0.000500649524513382,0.000453597403103562,0.000843011705100487,0.000565632260869658,0.000503375028568804,0.000451585264462847,0.000421299570449152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000772042838529602,0.00107498514164977,0.000510507460457252,0.000636458237209154,0.000314193686320472,0.00033831004178643,0.000631552373652486,0.000558761317386338,0.000301704063800494,0.000604771927736593,0,0,0,0,0,0.0299784661523429,0,0,0.0261611662577689,0,0.000750971729965261,0.000982955547480412,0.000670254887329174,0.00087244445680394,0.00058131353376767,0.000557117220599397,0.000552242834162364,0.000538671572211619,0.000579247931784971,0.000655678955549848,0.000596886748879361,0.000677610381755748,0.000457188246514736,0.0010076498704997,0.00106228436079055,0.000425278294435821,0.000380124173038775,0.000787877700245542,0,0.000633428086199579,0,0.0157943512946741,0,0,0,0,0,0.0228707209090029,0.0164871394178589,0
"6",0.00065585719347883,0.000570620326570696,0.000779352263025797,0.000210963494063909,0.000361894276810164,0.00034962911695927,0.000826762879792728,0.000725546590974389,0.000746386840275176,0.000587944781724186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000704224051339648,0.000820477160000165,0.000556798212509429,0.000214470226947051,0.000455698538574379,0.000365919758052953,0.000321973503883952,0.000541515195601889,0.000419949020381658,0.000564832663540128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000581442350975254,0.000654780833733555,0.000310724567712866,0.000207998257128102,0.000905768032755145,0.000774505959454097,0.000647665428952509,0.000436039422169643,0.000520763528713211,0.000325525001049127,0,0,0,0,0,0.0326551841686154,0.0291470672731841,0.0341010816773439,0,0,0.000631365674372941,0.000999682953965812,0.000672641201322648,0.000318789747189955,0.000344270256078509,0.000926409462713072,0.000611140918700036,0.000456378764661397,0.000431385377374946,0.000467308487258478,0.00107939611843968,0.000753914978274196,0.000630594476516144,0.000708082042109939,0.000622622829414971,0.000618300220789696,0.000239944475114935,0.000528986122103392,0.000491651908909639,0.000255552919688478,0.0352060886746158,0,0,0,0.0301701226905167,0,0.0207241034487495,0.0156874660775739,0,0
"7",0.000883664411336339,0.000600528513864407,0.000895234642240659,0.000471621255207318,0.000537500865061793,0.000839143260048024,0.000333511437774647,0.000451042717297943,0.000955218151167846,0.000405842294578004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000768693643353027,0.000561676793502101,0.000864732312822929,0.000598326914849,0.000559762385506646,0.000833367568104886,0.000575781157879956,0.000554076554166812,0.000440202550011183,0.000655330663917727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000990432286206375,0.000691356802381461,0.000739478640748459,0.000988768821857623,0.000299890550053312,0.000523615919292367,0.000830723265149163,0.000600206095590435,0.00075007323534126,0.000886095932549124,0.0282479714605681,0.0369376045056828,0,0,0,0,0,0,0,0,0.00112078394616694,0.000915385375993471,0.000777392640849132,0.000766260178619836,0.0005729649872626,0.000657865488928446,0.000664159422594261,0.00115422022045216,0.000331974972722836,0.00101837820585637,0.00110248935090918,0.000776930152946899,0.000666308676376857,0.00119249205684674,0.000749558808055894,0.000354639670844254,0.000898664442213006,0.000618746819755906,0.000615743507057399,0.000474984980795124,0,0,0,0.0349092040452756,0.0346622240595146,0,0,0,0,0
"8",0.000847982148801492,0.000443083658110018,0.000409033585485895,0.000530125185483754,0.000537700947503844,0.000543800071644962,0.000763045544896598,0.000538703207005499,0.000509254176641322,0.000667678915650902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000575973568898072,0.000532378764100205,0.000227043263652892,0.000433749980402367,0.000447867419026749,0.000315539620248247,0.000116450927938113,0.000350673692113243,0.000222782973381377,0.000436222074637693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000225046407552922,0.000656595374857209,0.000629718682967913,0.00040697480613232,0.000614187196524415,0.000631640211139844,0.000517570989443402,0.000543211446583649,0.000629795478187442,0.000102717134655199,0,0.0380573811666481,0,0,0,0,0,0.0298096598838242,0,0,0.000575114952462185,0.000314734026119741,0.000443409652346188,0.000814762750501412,0.00023713631587187,0.000784565903479557,0.000451711453196151,0.00031087854938747,0.000452179400807563,0.000450633994137831,0.000723616228533723,0.000677687017165699,0.000462173295390058,0.000847665925620171,0.000767991497274781,0.000603878727352569,0.000614241622338225,0.000123112914516449,0.000236307393549704,0.000255185909041062,0.0202514029514512,0,0.0176924289829418,0,0,0,0,0.0276383519804993,0,0
"9",0.00105126649275462,0.000345951865209372,0.000445832098568544,0.000601372579320065,0.000739632016394402,0.00116492235039175,0.000688387670808762,0.000450111179392347,0.000559811858862126,0.0008110390310704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000365485910341121,0.000544048926799112,0.000474708174067203,0.000413698945008826,0.00108900237955769,0.000868603041678645,0.000558830232986249,0.000324481616439961,0.000358550831575379,0.000413229816392559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000525989913200116,0.000686215196729,0.000828332955110828,0.000643106041538458,0.000415600829011972,0.000562991164998214,0.000433562472867278,0.000299492104312443,0.000532379643053522,0.000418670399374111,0.0690771326244779,0,0.0801273725324346,0,0,0,0,0,0,0,0.000901266066870457,0.000620216369697748,0.00102273724488843,0.000214457523212598,0.000710665640858319,0.000671426753822514,0.00078086529227016,0.000223195959113275,0.000722657722285227,0.000652545689303304,0.00100833167191729,0.00102948416704732,0.000820363146815785,0.000765717187342314,0.00038621374105856,0.000480612667381988,0.00055815801437923,0.00100181265598236,0.000634592012320328,0.000686475752328707,0,0,0,0.0153992416045195,0,0,0,0,0.0288831794950465,0
"10",0.000659329147200041,0.00124064870812223,0.00100798402996539,0.00138390670273929,0.0013047330758035,0.000946434525028748,0.00108084717140947,0.000875313301655246,0.000612264944662409,0.00144893389977558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00094852942317643,0.000882440713819121,0.00103038875534147,0.000925137372311807,0.00175408713963376,0.00131774550850427,0.00100153818537723,0.000703738929311377,0.000834035847099834,0.000654203775193416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000737211626911771,0.00150339651551906,0.00128782729980962,0.00112255187481402,0.00171859785682941,0.000879514737163707,0.00109019385321634,0.00100550033955126,0.000915754267388738,0.000474260023944012,0.0299123475641992,0,0,0,0.0295254071423554,0.0824861347481605,0,0.0340956063592722,0.063712267370669,0,0.00112984401616031,0.000687296795842561,0.0018676864771686,0.000969814491945731,0.000932891862729789,0.00112760763168448,0.0011784882189144,0.000927575000623186,0.00104009323122704,0.00120300152992544,0.00108272788406708,0.00110660210429573,0.00129502880033841,0.00174725866133188,0.000897318694122362,0.00144507098384458,0.00118263006488757,0.00193630920228599,0.00057429814170238,0.00127209358771999,0.0449766705162989,0,0,0,0.0188645945599073,0.0180144572069147,0.043999844835658,0,0.0546915412683263,0.0170686395364775
